20	20
93	94	91	99	95	100	98	93	98	90	95	91	93	100	99	92	92	96	98	99
93	94	95	95	97	100	99	100	92	96	99	95	91	96	94	95	98	100	90	97
92	96	97	94	98	99	96	94	95	92	92	96	96	96	97	100	99	96	90	99
92	97	99	92	96	100	93	90	99	90	90	96	99	97	94	97	99	94	98	92
97	92	98	96	95	92	93	93	98	97	99	97	93	100	98	90	97	93	90	99
90	100	91	92	96	97	93	98	92	99	96	95	91	93	90	90	98	96	97	98
91	90	98	99	95	100	92	92	92	97	97	97	96	100	90	93	92	94	91	95
96	93	93	90	94	96	98	94	96	99	98	95	90	92	93	100	95	100	100	93
99	96	100	100	99	100	92	96	91	91	99	93	90	92	98	90	91	95	100	93
92	97	95	91	91	96	98	99	98	90	95	94	98	91	96	90	96	91	94	95
97	91	91	94	91	92	93	96	93	93	97	94	100	100	90	94	97	90	96	99
97	98	91	96	96	100	92	91	95	94	94	100	95	99	100	95	100	91	96	94
97	92	91	92	90	93	91	94	92	99	93	92	94	90	98	100	94	94	93	91
99	98	91	99	95	96	100	92	100	91	96	92	91	93	90	96	92	96	94	99
95	94	97	98	93	100	90	91	99	93	95	93	92	95	99	98	93	95	96	98
99	94	97	91	91	99	100	97	93	93	98	93	98	92	96	95	100	96	97	99
96	96	99	93	98	91	92	100	92	97	92	91	98	97	94	97	99	97	92	91
96	92	93	96	97	97	95	94	94	91	95	93	93	95	93	90	96	94	91	95
91	92	98	93	91	95	97	98	92	91	97	99	97	93	96	92	94	99	95	98
95	95	96	93	92	90	97	93	100	100	100	91	97	100	95	95	94	91	100	90
20	8	15	10	14	19	7	16	1	17	13	3	5	4	6	9	11	12	18	2
1	3	6	11	8	18	12	4	9	20	15	10	19	14	5	17	2	13	16	7
19	15	17	16	4	14	6	13	8	1	18	3	9	11	12	7	5	10	20	2
6	19	1	13	10	9	20	17	7	16	18	8	12	4	3	11	2	15	5	14
11	15	9	2	4	10	13	18	3	16	1	8	17	14	6	19	7	5	20	12
11	9	16	14	15	3	10	8	13	1	19	20	7	17	4	12	6	2	18	5
4	15	8	17	6	14	13	5	12	11	10	9	7	19	16	20	18	1	3	2
18	15	5	9	11	8	1	20	16	19	17	6	10	3	2	12	7	13	14	4
3	9	17	8	4	2	10	7	13	19	5	16	11	20	6	18	15	1	14	12
9	12	20	6	11	14	3	15	18	17	10	1	5	7	2	19	4	16	13	8
19	11	14	20	15	3	13	17	9	6	7	10	5	16	2	4	18	1	12	8
15	3	19	17	6	9	7	14	20	13	2	4	11	8	12	1	5	10	16	18
17	9	11	14	18	2	6	20	3	15	19	7	8	12	10	13	5	4	16	1
5	8	12	4	3	15	11	13	16	9	20	2	1	14	17	10	18	6	19	7
19	18	4	17	20	5	14	15	8	13	9	11	16	7	3	6	12	2	10	1
19	9	20	8	12	3	17	13	16	15	14	10	7	2	11	6	18	4	1	5
19	7	13	9	14	2	20	3	4	16	5	12	6	10	1	15	18	8	17	11
10	9	11	13	2	6	15	17	5	4	3	18	14	8	20	19	16	1	7	12
11	5	16	10	2	7	6	20	18	12	8	4	19	13	1	14	17	3	9	15
8	7	9	17	18	16	5	19	2	14	13	20	10	12	3	15	1	6	4	11
