20	20
100	99	93	94	100	100	90	99	91	99	100	91	94	91	98	92	94	92	95	100
99	96	92	95	95	91	94	95	90	92	92	93	95	99	95	92	100	97	98	95
96	100	100	100	93	95	91	92	93	96	99	99	98	90	100	93	97	94	98	91
92	94	91	95	95	96	91	99	90	95	100	98	99	91	92	92	99	95	100	94
91	96	93	91	94	99	98	100	100	100	94	96	92	99	96	92	95	92	97	95
91	91	97	95	94	92	98	98	97	98	90	100	98	99	92	90	97	96	90	97
95	91	98	95	99	100	96	93	97	97	95	93	98	97	93	100	95	99	93	98
90	97	97	90	93	95	93	92	93	94	99	90	98	96	93	92	91	96	98	98
99	90	97	96	90	91	98	95	99	98	95	99	91	91	92	99	99	95	96	94
100	90	94	92	96	92	91	100	99	92	90	92	92	100	95	90	97	96	96	100
90	99	95	94	100	98	92	94	92	93	99	94	90	95	100	97	96	91	91	97
91	96	100	98	91	95	99	92	92	94	100	100	98	97	91	95	93	94	96	94
95	96	98	95	99	97	90	93	94	96	92	97	96	90	95	98	98	100	100	98
96	91	95	100	100	92	91	97	92	97	90	95	95	98	100	93	94	97	99	92
100	100	96	91	92	93	93	92	91	90	95	94	93	94	90	94	96	91	98	92
94	93	95	100	94	95	95	96	97	100	97	93	93	92	92	99	94	95	91	95
96	97	93	91	100	97	94	93	92	97	100	99	94	99	100	99	90	99	94	90
100	90	94	94	93	94	99	100	94	96	97	90	100	95	97	95	92	91	91	91
96	97	96	94	93	91	90	99	100	96	97	94	90	99	96	92	93	91	92	90
97	91	99	96	98	93	100	91	100	93	92	96	92	94	98	94	98	90	91	100
1	4	20	13	8	18	12	7	5	9	15	3	19	14	6	11	10	2	17	16
20	9	5	8	15	7	6	14	3	16	19	1	17	13	4	18	12	2	11	10
20	17	8	12	3	7	1	9	4	14	2	5	15	13	18	11	10	6	16	19
9	12	4	7	10	5	20	8	17	1	15	3	19	11	18	16	14	6	2	13
6	17	7	15	14	9	5	20	12	3	1	8	11	2	16	13	19	18	4	10
20	11	13	1	5	8	3	18	19	17	14	4	7	6	16	15	2	12	10	9
14	4	9	16	8	11	12	6	20	2	1	13	3	15	18	19	5	10	17	7
9	14	16	1	11	20	15	7	2	17	5	13	8	18	19	12	3	4	6	10
3	14	10	9	11	15	16	4	1	17	6	20	12	8	2	5	18	13	19	7
13	18	12	7	4	15	16	2	19	10	3	14	17	8	9	5	20	11	6	1
9	16	17	12	7	10	3	8	13	14	2	20	15	6	5	18	1	11	4	19
4	7	16	12	19	20	5	9	2	1	14	15	11	18	13	3	17	6	8	10
5	4	17	2	12	13	6	9	3	20	18	7	1	15	16	8	11	19	10	14
4	13	14	10	15	19	3	5	12	7	6	8	20	1	11	17	2	16	18	9
2	19	4	12	18	20	15	11	13	7	10	3	1	6	8	9	5	16	17	14
18	20	15	6	7	1	2	13	17	8	9	14	12	16	11	19	5	3	4	10
16	5	1	4	13	20	17	7	6	10	2	14	8	15	3	19	12	18	9	11
16	15	17	14	4	10	5	18	12	1	13	7	11	9	2	3	19	6	8	20
7	2	5	14	1	15	13	6	12	18	17	8	19	3	20	4	9	16	10	11
14	19	1	15	7	12	5	6	8	3	2	18	11	10	17	16	20	4	9	13
