10	10
95	90	93	93	97	99	93	95	92	94
97	96	98	98	100	91	96	97	97	98
91	95	99	98	99	94	93	90	93	95
90	92	93	98	91	93	93	93	97	90
91	99	99	90	100	94	97	93	92	97
92	90	90	94	95	95	96	98	94	91
94	99	100	100	98	91	91	97	99	99
93	96	97	92	90	93	95	99	100	94
94	96	94	94	93	94	94	98	94	93
100	97	95	95	90	91	95	99	93	90
4	10	8	9	7	5	3	2	1	6
5	7	4	10	9	2	6	8	1	3
10	1	7	5	6	4	9	2	3	8
6	1	9	7	8	10	3	2	5	4
2	6	10	5	1	8	3	4	9	7
8	2	6	5	1	9	3	10	4	7
5	6	1	2	8	10	7	4	3	9
5	2	10	7	6	3	1	8	4	9
10	7	2	3	9	8	6	4	5	1
3	5	4	8	2	7	6	10	1	9
