30	15
27	29	36	14	20	38	22	29	12	23	24	11	19	40	20
30	32	27	36	23	39	19	27	29	26	30	14	14	39	16
24	40	22	21	24	25	37	23	25	22	16	37	17	22	15
39	18	20	34	19	12	37	38	25	34	38	32	34	33	12
30	21	31	27	25	33	40	33	39	38	15	33	28	26	18
28	22	32	21	27	39	34	28	15	40	26	33	28	38	26
32	21	27	38	37	25	29	36	38	13	32	32	28	31	34
17	23	37	29	13	26	31	35	30	28	16	21	34	29	33
24	13	29	36	23	12	20	37	32	21	14	34	23	35	11
15	40	39	20	16	29	14	29	39	23	18	11	22	33	13
25	40	32	27	39	15	31	27	40	28	30	27	15	19	13
32	31	12	27	36	35	15	40	28	35	35	30	13	26	31
39	11	38	38	13	23	13	14	36	12	25	17	11	34	30
27	19	32	16	39	19	17	27	32	11	28	31	33	33	17
11	26	24	14	24	22	15	37	21	22	18	38	11	25	37
27	27	33	26	29	33	15	15	19	36	21	12	33	27	14
27	28	23	19	30	19	21	37	34	18	12	18	18	31	35
12	30	17	35	13	30	17	18	16	30	19	21	38	33	31
20	29	18	21	29	18	11	16	13	17	18	12	34	15	24
19	39	22	39	35	31	24	31	38	37	20	15	16	38	33
39	11	27	37	34	31	25	37	13	40	26	38	38	29	30
14	33	17	22	25	11	12	13	36	17	16	32	23	11	19
17	25	23	14	21	30	28	39	12	33	28	22	20	19	12
30	19	30	24	33	31	13	35	20	40	30	21	21	37	31
35	13	35	27	37	30	29	17	17	31	36	40	19	13	29
15	27	12	32	18	14	22	31	12	11	12	18	20	12	22
31	20	33	16	23	28	32	16	19	14	28	24	26	20	33
30	34	20	17	25	40	19	28	39	30	30	30	24	33	36
38	30	20	40	16	32	39	31	38	40	30	16	27	37	11
34	28	30	37	33	34	23	27	25	19	32	28	17	11	20
2	5	6	1	7	8	9	10	11	12	13	14	15	3	4
1	2	4	9	10	11	12	13	5	6	7	8	14	15	3
12	13	14	11	10	1	2	3	4	5	6	7	8	15	9
13	14	4	1	3	15	2	10	11	12	5	6	7	8	9
13	14	12	2	3	4	5	6	7	8	9	10	11	15	1
4	1	3	5	2	11	12	13	14	15	6	7	8	9	10
4	5	2	9	10	11	1	3	15	12	13	14	6	7	8
9	10	5	7	4	15	11	12	13	14	8	6	1	2	3
15	8	9	14	7	10	11	12	13	1	2	3	4	5	6
6	7	8	9	10	11	12	13	14	4	5	3	15	1	2
2	3	4	5	6	7	8	9	10	11	1	12	13	14	15
8	14	15	2	3	4	5	6	1	7	12	13	9	10	11
11	12	13	14	1	2	5	15	7	10	8	9	6	3	4
8	7	9	10	11	12	2	1	13	14	15	3	4	5	6
5	6	7	8	9	10	11	12	13	14	15	1	2	3	4
3	4	5	6	7	8	11	2	1	9	10	12	13	14	15
8	7	9	3	10	11	12	13	14	15	1	2	4	5	6
2	3	4	1	14	15	5	6	7	8	9	10	11	12	13
10	11	12	13	6	15	7	8	1	9	5	2	3	4	14
2	11	12	13	14	15	7	8	9	10	3	4	5	6	1
6	15	4	5	1	2	3	11	12	13	14	7	8	9	10
2	15	8	3	4	5	6	7	9	1	11	12	13	14	10
2	3	4	5	6	7	8	9	10	11	12	13	14	15	1
2	1	3	15	11	12	13	14	4	5	6	7	8	9	10
4	3	1	2	13	14	15	5	6	7	8	9	10	11	12
11	8	5	6	7	13	14	15	12	9	10	1	2	3	4
15	9	7	8	14	10	11	12	13	1	2	3	4	5	6
15	6	7	5	12	13	14	1	2	3	4	8	9	10	11
2	3	1	4	15	5	6	7	8	9	10	11	12	13	14
5	3	4	14	1	2	15	6	7	8	9	10	11	12	13
