10	10
21	14	33	27	21	23	33	16	23	28
15	26	27	17	24	16	15	24	36	31
19	30	18	29	33	16	11	40	32	39
36	33	13	35	24	17	15	11	21	33
38	11	16	19	23	11	31	32	19	22
24	16	25	31	16	31	32	31	24	27
12	19	16	39	34	22	20	20	13	38
25	24	18	28	36	23	29	11	36	20
24	16	29	29	36	26	21	16	23	26
36	19	34	13	17	15	22	38	15	29
7	2	8	9	10	1	6	5	3	4
1	10	9	8	7	3	4	5	6	2
4	5	6	3	9	7	8	1	2	10
8	9	2	7	1	3	4	5	6	10
9	10	3	8	1	6	7	2	4	5
3	10	6	7	8	9	4	5	1	2
8	3	4	6	2	5	9	10	7	1
4	9	10	5	1	7	8	6	2	3
1	10	3	2	4	5	6	7	8	9
10	5	2	1	6	7	8	9	4	3
