10	10
11	30	22	33	18	34	14	37	18	40
35	38	37	16	18	39	15	25	15	16
14	21	12	36	17	21	26	26	12	13
29	20	21	31	33	14	28	11	12	16
19	31	13	26	37	13	17	27	11	26
24	13	35	39	19	35	36	14	15	22
30	24	24	37	25	35	37	27	29	28
22	39	39	24	37	34	37	19	25	35
25	35	32	27	37	13	16	13	22	26
35	38	39	37	12	36	34	33	38	31
1	7	3	2	4	5	8	9	10	6
6	1	7	8	9	10	2	3	4	5
1	2	3	4	5	6	7	8	9	10
2	3	1	7	8	9	10	4	5	6
1	7	8	9	10	4	5	6	2	3
2	6	5	1	7	8	9	10	3	4
5	4	6	7	8	9	10	1	2	3
1	2	9	10	3	4	5	6	7	8
1	4	5	6	7	8	9	10	3	2
3	2	1	7	8	9	10	4	5	6
