30	15
22	24	18	25	37	35	30	14	13	25	24	15	22	25	14
36	37	31	19	38	19	25	19	31	12	28	17	36	16	38
21	19	15	25	20	11	34	14	23	24	25	15	40	13	12
17	17	27	26	30	19	23	39	22	18	27	22	29	36	31
18	13	39	12	32	18	19	15	26	28	33	19	17	30	14
23	35	24	21	38	24	24	23	13	33	25	25	38	38	33
16	35	35	17	31	20	38	25	20	17	20	18	38	33	36
34	26	34	16	35	15	35	12	39	18	37	17	32	14	26
24	14	16	37	17	36	31	33	28	12	14	35	11	40	17
20	14	24	11	23	30	14	18	11	35	27	26	16	29	24
20	24	16	27	21	13	38	32	39	15	17	17	29	13	35
21	12	23	23	32	25	31	25	31	27	23	22	34	34	30
38	26	33	40	33	29	36	27	19	39	13	28	21	29	14
14	37	32	26	29	17	30	28	35	27	27	31	23	21	25
22	24	14	21	33	28	38	35	15	28	36	13	26	40	24
11	16	11	39	30	19	23	21	13	14	34	17	31	14	40
30	16	40	28	24	11	22	15	12	18	32	29	31	13	21
40	13	32	21	31	39	26	35	26	14	15	14	27	26	11
34	13	13	21	17	23	27	35	12	21	18	22	34	13	37
17	17	12	14	18	30	17	21	40	31	33	19	16	34	27
34	26	37	15	29	25	32	28	18	23	30	35	34	23	15
28	30	16	37	15	36	31	24	26	32	27	14	30	38	28
16	34	11	33	17	40	15	24	16	16	27	31	23	28	32
25	19	29	23	16	25	13	18	24	17	30	11	26	12	12
23	29	26	19	20	40	30	40	18	31	19	23	21	37	21
13	29	20	38	12	33	23	15	16	30	19	36	21	20	36
13	21	11	25	30	31	22	32	22	21	34	25	18	30	34
40	26	17	23	18	32	37	31	38	16	13	30	27	36	22
33	39	33	14	13	21	14	11	13	36	37	11	35	15	24
25	33	30	23	30	23	36	37	29	32	14	32	13	28	17
0	1	2	3	4	15	6	7	8	9	11	10	12	13	5
0	1	2	3	4	5	6	7	8	9	14	11	12	10	15
0	1	2	3	4	15	6	7	8	9	10	11	12	5	13
0	1	2	3	4	5	6	7	8	9	10	11	12	14	15
0	1	2	3	4	5	6	7	8	15	14	11	12	13	10
0	1	2	3	4	5	6	7	8	9	10	14	12	13	15
0	1	2	3	4	5	15	7	8	9	10	11	12	13	14
0	1	2	3	4	5	6	7	15	9	10	11	12	13	8
0	1	2	14	4	5	6	7	8	3	10	11	12	13	15
0	1	2	15	4	5	6	7	8	9	10	3	12	13	11
0	1	15	3	4	5	6	7	8	9	14	11	12	10	13
0	1	2	3	4	5	6	7	8	9	10	11	12	13	15
2	1	14	3	4	5	6	7	8	9	10	11	12	13	15
0	1	4	3	2	5	6	7	8	9	10	11	12	13	14
0	1	11	3	4	5	6	7	8	14	10	9	12	13	2
0	1	2	3	4	5	6	7	15	9	10	11	12	13	14
0	1	2	11	4	5	3	7	8	9	10	15	12	13	14
0	1	7	3	4	5	6	2	8	14	10	11	12	13	15
0	1	2	3	4	5	6	11	8	9	10	15	12	13	7
0	1	2	3	4	5	6	7	8	9	15	11	14	13	12
0	1	2	3	4	5	6	7	15	9	10	11	12	13	14
0	1	2	15	4	5	6	7	8	3	10	11	12	13	14
0	14	2	3	4	1	6	7	8	15	10	11	12	13	9
15	1	2	3	11	5	6	7	8	9	10	14	12	13	4
0	1	2	3	4	5	6	7	8	9	10	11	12	13	15
0	1	2	3	4	5	6	7	8	15	10	11	12	13	14
0	1	2	3	4	5	6	7	8	9	10	11	12	13	15
0	1	14	3	4	5	6	7	8	9	10	11	12	13	2
14	1	2	3	4	5	15	7	8	9	10	12	11	13	6
0	1	2	3	15	5	6	7	8	9	10	14	12	13	4
