10	10
19	15	34	21	19	12	19	27	20	35
34	39	29	30	32	23	12	14	40	15
29	25	26	26	17	34	17	37	35	36
24	16	23	28	39	38	25	16	32	35
26	39	25	34	31	35	34	35	40	40
30	21	39	12	17	25	13	32	29	22
25	12	19	11	39	24	26	33	23	24
34	11	15	27	19	21	39	38	19	13
16	35	33	12	19	30	11	12	21	22
34	31	33	28	29	18	26	38	36	35
3	6	7	9	10	1	2	8	5	4
5	6	3	4	9	8	7	10	2	1
1	6	7	5	8	9	10	3	4	2
8	4	2	5	6	1	7	9	10	3
1	2	3	4	8	9	10	6	7	5
4	9	5	2	3	10	8	6	7	1
2	3	4	5	10	9	1	6	7	8
8	2	6	4	10	5	9	1	3	7
4	1	5	6	9	10	7	2	3	8
1	3	2	4	6	7	8	9	10	5
