10	10
30	31	27	37	32	25	22	15	11	29
38	12	15	32	19	12	37	21	15	33
17	13	34	36	26	15	34	29	33	14
19	39	34	36	39	35	35	26	38	33
28	34	29	26	33	26	28	28	12	11
28	34	13	27	37	30	32	13	13	16
16	16	39	27	34	21	30	40	25	20
15	15	27	34	22	34	12	32	28	38
24	34	22	17	20	25	21	18	38	38
37	31	27	24	23	40	15	12	14	26
9	5	6	7	3	10	8	4	1	2
9	2	7	8	1	5	6	4	10	3
2	9	1	6	4	8	5	7	3	10
3	4	9	7	6	5	10	1	8	2
10	3	2	4	1	6	5	8	7	9
3	7	4	5	8	6	2	9	10	1
9	1	7	3	4	5	2	6	10	8
10	3	2	9	5	1	6	4	8	7
5	8	7	10	9	6	2	3	1	4
6	2	8	7	4	9	1	10	3	5
