10	10
22	26	39	27	30	40	32	38	36	38
24	19	11	19	17	30	25	14	19	35
33	35	29	32	20	17	39	40	26	23
24	15	21	21	37	19	20	25	23	28
12	27	21	29	20	13	31	26	23	40
18	27	27	28	28	25	28	26	29	32
35	13	12	21	37	27	12	26	27	18
37	25	31	12	29	17	36	12	20	21
26	29	22	13	24	29	13	18	27	26
11	25	18	40	38	21	18	27	24	25
9	6	4	3	10	5	2	7	8	1
0	1	9	8	4	5	6	7	2	10
0	1	2	3	4	5	6	7	10	9
8	5	2	3	4	10	6	7	9	1
10	9	1	3	4	5	6	7	8	2
0	9	2	1	4	5	6	7	8	10
0	1	3	9	4	5	6	7	8	2
0	10	1	3	4	5	6	2	8	9
0	1	2	3	4	5	6	7	8	9
0	1	2	3	4	5	9	7	10	6
