10	10
24	23	33	25	21	25	33	37	38	20
30	13	28	16	35	35	22	15	37	28
25	21	32	27	22	13	22	20	26	21
22	17	36	31	17	37	27	17	18	32
27	35	18	25	23	14	36	34	22	13
19	25	37	38	18	17	35	39	35	38
15	19	18	20	34	33	21	12	25	40
30	23	17	30	22	30	34	35	22	24
36	12	39	34	32	27	36	26	27	26
22	31	33	23	36	40	32	18	40	27
7	8	9	10	1	2	3	4	5	6
1	7	8	9	10	2	3	4	5	6
2	3	1	5	6	7	8	9	10	4
6	7	8	9	10	1	2	3	4	5
3	1	4	5	6	7	8	9	10	2
6	7	8	9	10	1	2	3	4	5
1	2	3	4	5	6	7	8	9	10
3	1	2	4	5	6	7	8	9	10
1	2	3	8	9	10	4	5	6	7
8	9	10	1	2	3	4	5	6	7
