10	10
39	90	37	88	77	23	74	97	60	39
51	96	95	93	100	72	35	93	84	68
89	13	80	88	65	84	58	47	96	36
60	32	20	50	75	100	38	57	90	55
45	26	28	84	25	81	86	91	18	18
79	16	35	17	49	60	24	92	40	57
55	45	23	55	47	17	11	36	40	56
17	50	72	89	72	29	80	27	59	69
55	50	67	64	38	68	54	85	96	16
20	43	88	74	100	76	80	64	21	40
1	4	5	6	7	8	9	10	2	3
1	2	4	5	6	7	8	9	10	3
9	8	1	10	7	2	3	4	5	6
7	8	9	10	1	2	3	4	5	6
3	4	5	6	7	8	9	10	1	2
9	10	8	5	6	7	1	2	3	4
2	3	4	5	6	7	8	9	10	1
2	9	10	1	5	6	7	8	3	4
3	1	2	4	10	5	6	7	8	9
1	5	6	7	8	2	9	10	3	4
