10	10
21	28	32	32	33	19	34	26	24	27
37	35	20	20	14	37	22	29	14	39
29	20	37	12	35	12	32	30	22	18
30	38	29	27	37	20	12	36	16	24
32	24	31	12	22	20	15	40	22	34
12	22	21	25	31	26	30	25	31	25
15	30	17	23	20	33	15	19	30	24
27	36	14	29	19	13	22	34	22	17
32	18	26	15	33	35	39	12	25	25
16	27	19	20	40	40	33	21	12	34
8	1	2	3	4	5	6	10	7	9
9	1	2	3	8	10	6	7	5	4
2	1	3	10	4	9	8	7	6	5
0	1	4	3	10	5	6	7	9	8
10	9	2	1	4	5	3	6	8	7
5	1	2	9	10	4	6	7	3	8
0	2	7	3	4	9	6	5	8	10
9	1	2	3	4	10	8	7	5	6
0	1	10	3	4	9	5	7	8	6
7	1	2	5	9	10	6	4	8	3
