30	15
31	20	22	14	16	16	20	13	17	26	28	33	33	15	37
31	25	25	11	24	37	12	29	36	11	31	20	32	40	23
12	11	20	36	35	14	37	26	31	30	33	16	40	40	15
17	21	39	35	14	28	37	33	20	17	12	29	40	36	21
32	27	34	34	34	16	22	17	31	13	20	30	11	28	35
32	24	31	40	40	30	16	39	19	39	33	27	34	19	30
15	28	14	16	38	37	21	33	19	15	38	33	28	24	24
26	29	38	13	29	16	22	28	18	20	13	11	40	40	35
36	16	39	20	35	34	33	18	18	16	29	26	11	31	33
17	33	29	19	11	16	29	26	16	35	33	28	26	21	21
39	35	30	16	40	27	22	17	39	38	19	13	31	30	21
37	39	17	18	14	32	39	19	33	37	23	23	17	37	19
29	32	12	28	17	19	22	37	11	35	11	20	27	28	14
24	30	29	28	24	33	38	35	24	32	32	21	37	36	29
11	34	24	27	35	13	27	15	19	29	37	39	23	22	19
16	26	26	37	36	13	23	15	32	23	34	27	21	16	20
25	39	18	36	38	27	34	31	37	14	22	19	40	28	13
30	14	16	39	20	22	26	17	21	32	33	17	23	16	16
31	39	20	15	29	27	31	21	23	14	36	22	22	13	13
23	11	19	30	17	27	15	36	24	39	35	14	30	37	29
14	34	33	14	38	28	20	31	33	14	28	17	16	18	36
20	36	18	40	33	11	33	20	23	15	40	11	23	30	29
19	15	40	16	20	29	13	36	12	21	15	34	28	19	33
30	39	37	26	27	15	37	33	32	35	40	20	12	34	20
21	11	33	35	31	20	28	37	12	32	22	37	26	29	17
35	32	20	40	27	38	33	37	35	31	35	18	37	31	38
32	25	15	21	11	34	13	17	40	11	28	22	11	21	23
33	39	30	14	37	16	19	36	35	29	40	26	11	24	35
17	28	12	18	13	32	39	33	18	15	11	29	39	34	28
16	20	14	19	14	38	34	22	30	24	31	24	20	33	18
0	1	14	11	15	5	6	2	8	9	10	7	12	13	3
2	1	15	5	4	14	6	7	8	11	10	3	12	13	9
8	1	2	3	13	12	6	7	15	9	10	11	4	5	14
13	7	1	3	4	5	6	12	11	9	15	14	8	10	2
3	1	14	6	2	8	4	5	15	9	10	11	12	13	7
7	1	2	3	15	5	9	12	6	8	4	11	10	14	13
0	10	14	15	4	5	2	7	8	6	1	3	12	9	11
0	14	2	3	6	5	15	7	8	9	4	11	12	13	10
11	15	2	3	4	12	6	7	8	9	10	14	5	13	1
3	15	2	7	4	11	14	13	8	9	5	6	12	1	10
11	15	2	3	4	13	7	6	5	9	10	8	14	12	1
0	1	15	3	12	5	6	14	8	7	10	9	11	13	4
10	1	2	3	4	12	6	7	8	9	15	11	14	13	5
0	12	2	3	1	5	6	11	8	9	10	15	7	13	14
0	1	6	3	4	5	11	7	9	13	8	15	10	12	2
13	2	7	12	4	5	14	3	15	8	10	11	6	9	1
0	1	13	3	15	5	6	7	8	4	9	11	12	2	10
0	1	14	2	11	3	8	7	15	9	10	4	12	6	5
5	1	2	3	13	6	14	7	8	9	11	15	12	4	10
14	15	2	3	6	5	13	7	8	9	10	11	12	4	1
3	1	8	12	2	5	6	13	15	9	10	11	4	7	14
0	1	7	3	10	4	12	5	8	9	15	11	2	13	6
0	7	6	3	15	5	14	11	2	9	10	8	12	13	4
13	2	14	3	4	5	6	7	8	9	12	11	15	1	10
0	5	2	3	4	1	6	7	14	9	15	11	12	13	10
10	1	2	4	3	5	6	7	14	9	15	11	12	13	8
14	15	1	3	12	5	6	7	10	9	13	11	2	4	8
4	13	2	3	6	15	8	7	5	9	10	11	12	14	1
0	8	2	3	4	10	1	7	9	6	5	11	12	15	14
2	14	3	12	13	5	15	9	8	7	10	11	4	1	6
