10	10
40	23	40	13	16	30	39	16	37	36
34	11	31	32	33	21	18	36	28	13
15	31	19	32	11	12	26	27	18	32
22	12	32	16	35	19	31	28	17	20
31	31	38	34	26	18	35	27	37	17
20	17	22	24	30	27	13	14	29	32
16	14	32	15	35	22	14	33	26	25
39	39	28	38	26	33	14	20	18	15
27	36	12	33	31	27	40	39	37	22
24	39	38	14	16	36	17	32	17	37
10	2	4	9	5	3	6	7	8	1
0	1	2	3	4	5	6	7	9	10
0	2	9	1	3	4	5	7	10	8
8	1	9	7	2	5	4	6	3	10
0	2	7	3	4	10	6	1	8	5
0	3	2	9	4	1	6	5	8	7
9	3	4	6	10	2	5	7	8	1
0	2	6	3	9	5	10	7	4	8
0	9	2	3	4	5	7	6	8	10
3	1	2	8	4	10	6	5	9	7
