10	10
17	35	11	21	24	37	21	39	30	16
37	26	25	24	30	13	17	23	25	15
14	28	38	29	34	12	19	28	29	31
12	30	34	27	12	22	21	34	32	23
23	14	24	17	16	16	16	23	26	32
22	36	11	30	28	17	17	24	36	24
38	23	11	28	40	24	31	11	25	22
16	34	20	20	28	16	25	12	28	39
16	36	19	11	14	20	21	12	26	31
14	26	21	32	33	33	24	35	32	34
1	8	2	3	4	5	6	7	9	10
8	1	2	3	4	5	6	7	9	10
10	5	2	8	4	9	6	7	1	3
0	8	2	9	4	5	10	7	6	3
0	1	2	7	4	5	6	3	8	9
0	10	2	3	4	5	6	7	8	1
0	1	2	3	4	5	6	7	8	9
0	1	2	9	4	7	8	3	5	10
8	10	2	3	4	5	6	7	9	1
8	1	2	3	4	5	6	7	10	9
