10	10
31	25	21	19	35	25	27	20	38	33
40	25	20	31	26	33	31	37	37	24
35	11	26	39	32	24	39	40	28	19
14	25	19	12	23	12	13	26	27	17
15	39	13	30	16	11	19	14	36	40
16	40	38	25	35	11	19	17	39	22
19	11	27	22	31	18	33	25	28	29
35	13	37	25	13	33	13	38	12	37
20	23	20	39	40	15	14	22	15	29
25	19	14	39	19	18	19	14	29	33
4	1	2	3	10	5	6	7	8	9
0	1	2	3	4	5	6	7	8	10
0	2	9	3	4	5	6	7	8	1
9	1	2	3	4	5	6	7	8	10
0	1	7	3	9	5	6	4	8	10
0	1	2	3	4	5	6	7	8	9
0	10	2	3	4	5	6	7	8	1
0	1	2	3	4	5	6	7	9	10
9	1	2	3	4	10	5	7	8	6
0	1	2	3	4	5	6	10	8	9
