10	10
33	35	32	29	26	40	36	29	27	17
29	38	20	19	23	37	18	11	24	18
35	31	33	12	25	15	12	14	23	39
14	25	36	28	34	40	34	29	30	16
20	35	21	18	27	37	34	21	12	33
32	13	31	13	38	25	35	33	11	39
21	37	35	33	15	27	31	21	32	29
37	12	21	12	17	39	12	25	34	19
14	20	22	12	38	15	13	14	32	28
21	23	13	35	29	33	11	16	13	13
5	9	2	8	4	1	6	7	10	3
3	1	2	4	6	10	8	9	5	7
9	1	8	6	3	5	4	7	2	10
1	3	6	10	4	8	5	9	2	7
8	2	1	3	9	7	4	5	6	10
5	10	8	9	7	2	3	6	4	1
7	1	4	2	3	10	9	5	8	6
1	3	2	4	9	5	6	7	10	8
8	1	7	5	3	10	6	4	9	2
0	2	3	5	7	1	6	8	10	9
