10	10
40	20	24	39	30	24	17	13	22	18
36	31	32	24	12	33	24	34	26	24
38	30	23	14	36	35	32	24	14	17
22	14	38	17	12	27	25	19	21	39
32	33	30	21	11	29	27	37	27	26
38	16	19	36	21	19	30	37	20	26
24	34	14	19	22	12	32	33	39	16
28	12	32	12	27	34	11	19	37	39
22	36	34	37	35	25	27	18	38	26
25	11	15	20	28	27	23	30	33	16
8	10	4	3	7	1	2	9	5	6
5	4	8	9	1	2	3	7	10	6
5	7	1	6	4	10	3	9	8	2
5	7	8	4	9	2	3	10	6	1
8	9	7	1	2	10	3	4	5	6
9	3	4	8	2	1	5	7	10	6
2	6	9	8	5	10	7	3	1	4
4	3	5	6	7	8	9	1	10	2
2	3	4	5	6	7	1	9	10	8
5	4	1	10	6	2	3	8	9	7
