10	10
33	31	31	13	29	15	36	26	15	19
32	21	15	16	13	31	34	17	24	38
39	37	22	23	18	40	31	36	38	37
14	17	22	37	12	18	13	13	14	29
37	39	13	11	16	35	13	14	33	19
29	39	21	22	16	27	32	20	38	14
32	40	21	38	27	40	12	29	33	13
35	25	28	33	18	33	11	11	38	38
24	34	34	23	34	15	19	19	29	18
22	29	27	17	18	22	13	33	40	12
1	2	3	10	4	5	6	7	8	9
2	1	5	3	6	7	8	9	10	4
4	1	5	9	10	6	7	8	2	3
7	8	9	10	5	1	6	4	2	3
4	2	7	3	1	8	9	10	5	6
1	5	3	2	4	8	9	10	6	7
1	8	9	10	2	3	4	5	6	7
5	3	1	4	6	7	8	9	10	2
9	10	2	1	8	7	3	4	5	6
9	10	8	1	6	7	4	5	2	3
