30	15
25	17	34	22	28	19	20	11	37	24	28	32	38	14	39
13	13	12	23	18	35	37	29	33	26	16	22	26	34	38
35	29	29	20	23	11	19	19	11	24	16	36	29	34	38
34	23	39	40	15	19	39	38	11	24	13	25	26	31	21
40	31	39	12	29	24	36	19	13	26	28	11	22	15	31
14	32	27	25	13	38	17	16	30	11	36	13	20	16	19
13	20	12	23	28	34	23	34	12	21	40	22	36	39	31
30	24	16	15	29	38	21	35	27	22	20	13	33	34	16
33	15	34	34	14	17	20	13	24	13	13	25	15	32	13
19	14	19	18	38	16	29	14	15	20	29	21	11	36	32
34	35	35	26	24	16	25	27	37	28	11	27	38	38	12
13	14	16	17	21	18	19	29	35	26	17	23	20	29	16
23	29	36	23	20	37	12	13	15	25	15	19	13	33	13
16	37	30	35	19	39	29	38	27	36	28	32	38	35	30
32	14	19	19	23	20	26	20	12	36	28	21	29	40	24
19	20	24	18	25	35	14	20	24	16	12	26	28	15	13
34	17	32	27	19	17	19	12	18	39	40	29	14	37	29
19	13	38	25	31	11	13	16	20	23	32	26	29	35	23
17	25	23	18	11	11	29	23	15	21	39	11	19	36	13
18	29	27	13	36	17	20	22	26	35	13	28	36	38	36
39	21	12	35	39	12	21	21	36	11	34	15	33	22	30
36	14	11	40	18	30	34	21	26	35	17	38	22	30	21
26	18	28	19	38	20	25	33	12	40	21	14	14	18	13
20	38	25	15	39	21	20	26	38	28	31	29	32	28	11
32	35	21	29	15	23	24	16	36	13	25	17	24	15	13
13	31	20	18	15	19	15	30	37	20	11	24	39	34	40
11	24	31	21	31	27	34	17	11	12	28	20	31	21	33
33	15	27	29	30	32	37	17	25	22	31	19	20	33	37
32	11	34	13	30	27	35	29	36	32	31	25	22	39	24
40	18	21	37	31	34	33	36	33	39	33	28	23	20	20
5	3	4	1	2	6	7	8	9	10	11	12	13	14	15
5	7	4	1	2	3	8	9	10	11	12	13	14	15	6
7	1	10	9	2	3	4	5	6	11	12	13	14	15	8
2	1	3	11	12	13	14	15	4	5	6	7	8	9	10
15	5	6	7	8	9	10	11	12	13	14	1	2	3	4
9	10	11	12	13	14	15	8	1	2	3	4	5	6	7
13	14	4	5	6	15	7	8	9	10	11	12	1	2	3
9	4	5	6	7	8	10	11	12	13	14	15	1	2	3
1	2	3	4	5	15	6	9	10	11	12	13	14	7	8
9	10	11	12	13	14	15	1	2	3	4	5	6	7	8
1	7	8	9	10	11	12	13	15	14	5	6	2	3	4
2	1	9	10	11	12	13	14	15	3	4	5	6	7	8
2	3	4	5	6	7	1	8	12	13	14	15	9	10	11
10	7	6	11	12	13	14	15	1	2	3	4	5	8	9
2	4	3	1	7	8	9	10	11	12	13	14	15	5	6
15	1	2	3	4	5	6	7	8	9	10	11	12	13	14
1	2	3	4	5	6	7	8	9	10	11	12	14	15	13
2	3	4	5	6	7	8	9	10	11	12	13	14	15	1
15	1	2	3	4	5	6	7	8	9	10	11	12	13	14
3	1	4	2	9	10	11	12	13	14	15	5	6	7	8
11	15	10	12	13	14	1	2	3	4	5	6	7	8	9
2	3	15	1	4	11	12	13	14	5	6	7	8	9	10
14	9	10	11	12	15	1	13	6	7	8	2	3	4	5
11	10	8	12	9	13	14	15	1	2	3	4	5	6	7
2	3	4	5	6	7	8	9	10	11	12	13	14	15	1
1	2	14	15	3	9	10	11	12	13	4	5	6	7	8
7	6	3	5	4	2	9	10	11	12	13	14	15	1	8
7	8	9	3	2	1	10	11	12	13	14	15	4	5	6
1	15	14	7	8	9	10	11	12	13	2	3	4	5	6
14	15	2	1	4	12	13	7	8	9	10	11	5	6	3
