10	10
32	27	32	15	23	18	20	21	27	17
19	34	33	40	17	24	18	35	37	27
25	14	20	35	35	17	38	28	23	27
23	39	24	39	40	29	32	25	35	23
32	32	35	30	17	11	14	23	39	13
40	19	35	29	14	25	39	33	32	23
18	15	36	25	36	28	39	21	16	28
21	12	37	33	15	34	31	19	19	38
17	27	14	36	26	29	24	36	22	29
21	29	15	34	21	14	14	12	21	16
0	1	2	3	4	5	8	10	6	9
9	1	2	3	5	7	4	6	8	10
9	1	3	4	6	5	10	7	8	2
0	1	7	3	10	4	8	2	6	5
9	1	2	3	4	5	6	7	8	10
0	9	2	10	4	3	6	7	8	5
0	1	4	3	9	5	6	7	2	8
3	1	2	10	4	5	6	7	8	9
0	7	10	3	9	5	6	1	8	2
10	6	2	3	9	5	4	7	8	1
