la16,0.41111111111111115,0.3950617283950617,0,0,1016,508.9222478866577
la16,0.41111111111111115,0.3950617283950617,20,0,1051,180.92261409759521
la16,0.41111111111111115,0.3950617283950617,40,0,1003,656.2046353816986
la16,0.41111111111111115,0.3950617283950617,60,0,1003,455.9893515110016
la16,0.41111111111111115,0.3950617283950617,80,0,1036,647.1417129039764
la16,0.41111111111111115,0.3950617283950617,100,0,1047,364.74075722694397
la16,0.41111111111111115,0.3950617283950617,0,1,1030,279.28361415863037
la16,0.41111111111111115,0.3950617283950617,20,1,1035,136.25202107429504
la16,0.41111111111111115,0.3950617283950617,40,1,1041,590.8491122722626
la16,0.41111111111111115,0.3950617283950617,60,1,1040,329.8089768886566
