100	5
7	22	20	22	14
16	8	21	7	1
13	1	1	19	17
4	1	17	14	14
1	17	1	21	6
1	19	7	6	10
10	1	7	23	19
12	3	13	24	9
19	14	10	27	3
13	2	1	21	22
9	2	17	18	36
12	3	1	18	7
7	1	17	3	14
6	35	13	10	23
22	9	2	1	1
26	7	1	29	1
29	8	3	8	7
1	1	3	8	15
31	20	10	25	21
8	24	10	1	18
7	1	17	16	20
21	1	19	1	3
1	18	14	3	8
1	35	11	9	4
10	15	7	21	1
4	20	18	2	5
1	27	1	12	26
1	29	22	1	19
15	28	1	8	10
13	20	1	1	3
1	1	17	11	30
9	23	14	24	16
1	7	27	13	5
21	17	2	1	9
6	13	1	21	8
5	35	21	7	36
5	12	20	34	9
2	6	1	5	1
6	9	3	7	25
14	1	28	17	12
14	13	3	1	32
1	4	1	28	1
17	9	1	9	25
26	1	20	4	7
16	15	9	6	19
24	12	13	11	34
26	14	9	6	10
10	12	11	6	6
27	1	15	12	25
1	12	15	22	1
5	8	11	12	26
10	24	1	24	12
5	23	10	22	7
12	12	5	5	1
3	29	13	13	7
18	9	11	10	6
1	3	21	1	6
25	1	23	12	13
8	4	24	7	11
9	6	1	1	1
5	1	28	20	11
5	16	10	3	17
8	1	8	11	20
14	29	16	25	31
12	14	4	4	16
24	2	16	9	6
9	1	12	7	4
12	1	5	17	1
22	27	8	25	10
3	1	1	16	8
7	11	39	1	20
3	20	2	3	9
11	2	1	1	12
1	7	28	13	27
20	2	25	6	10
18	9	1	27	8
17	31	25	10	3
12	6	30	3	1
17	1	13	1	1
1	16	1	15	9
1	1	23	1	1
4	7	10	2	1
4	12	1	1	14
1	14	1	1	24
3	16	18	1	8
18	8	1	22	9
5	13	1	10	1
14	4	2	1	14
8	1	11	5	17
22	4	17	9	22
16	11	7	1	2
10	21	17	14	13
16	1	1	16	14
1	18	2	12	1
6	5	20	10	4
12	9	7	21	27
4	12	1	11	1
4	9	6	8	29
18	1	13	12	17
27	1	17	19	3
5	3	1	2	4
4	2	1	3	5
5	2	4	3	1
5	2	1	3	4
4	5	1	3	2
4	5	1	2	3
4	1	2	5	3
3	5	4	2	1
1	3	2	5	4
5	4	3	1	2
3	4	2	5	1
5	3	1	4	2
5	2	3	4	1
2	5	3	1	4
5	3	1	4	2
4	5	1	2	3
4	5	3	2	1
4	5	3	2	1
3	1	5	4	2
1	5	4	3	2
2	1	5	3	4
3	4	1	2	5
5	4	2	3	1
1	5	4	3	2
1	2	3	4	5
2	3	4	1	5
5	3	2	4	1
1	3	5	2	4
4	1	5	2	3
3	1	5	4	2
4	2	1	3	5
4	5	3	1	2
2	1	4	5	3
2	3	1	5	4
4	1	2	3	5
5	3	4	2	1
5	1	3	2	4
2	3	1	4	5
3	4	1	5	2
3	1	5	4	2
3	1	4	5	2
1	4	2	3	5
4	5	3	2	1
1	2	3	4	5
1	5	2	4	3
5	2	4	1	3
5	2	1	4	3
4	5	1	3	2
4	3	2	5	1
1	4	5	2	3
3	2	5	1	4
2	4	5	3	1
4	2	5	1	3
1	2	5	4	3
1	3	5	4	2
5	2	1	3	4
1	5	4	3	2
5	4	3	2	1
5	3	1	2	4
5	3	1	2	4
1	2	3	5	4
1	3	5	2	4
5	4	3	2	1
2	3	4	5	1
2	3	5	1	4
2	1	3	5	4
3	4	1	2	5
3	2	4	1	5
1	3	5	4	2
4	1	2	5	3
1	3	5	2	4
1	3	4	2	5
3	4	2	1	5
1	3	4	5	2
2	5	1	4	3
4	3	5	2	1
5	1	2	4	3
5	2	3	1	4
4	2	3	1	5
4	1	3	5	2
4	2	3	5	1
5	4	1	2	3
3	2	1	5	4
1	3	4	2	5
1	4	5	2	3
4	2	3	1	5
1	5	4	2	3
3	2	5	4	1
1	4	2	3	5
5	2	4	3	1
3	1	4	5	2
4	2	1	5	3
2	3	1	5	4
2	3	4	5	1
5	1	2	4	3
5	3	4	1	2
3	2	1	4	5
2	4	5	3	1
1	2	5	4	3
2	1	4	3	5
