100	5
7	5	31	1	14
1	24	22	6	8
8	8	1	13	4
7	14	7	27	12
17	7	16	4	16
23	10	20	21	14
6	6	25	15	1
19	1	17	13	25
17	14	1	10	6
20	13	17	12	20
3	9	32	14	9
2	23	2	1	1
16	22	13	4	4
11	10	12	1	24
14	26	1	6	9
9	1	19	14	16
1	1	20	15	5
33	27	24	17	1
1	14	6	7	7
1	14	18	1	1
1	14	5	4	4
4	12	14	7	12
7	6	1	13	8
26	6	1	14	1
7	3	1	27	12
7	7	13	18	24
20	18	2	1	1
7	17	25	13	9
7	21	1	7	11
12	1	19	15	15
1	18	9	6	1
12	8	8	22	2
18	17	2	10	5
6	18	13	10	28
4	1	11	7	20
1	15	6	11	4
1	18	11	19	1
22	1	3	3	4
21	8	14	19	1
12	5	18	16	15
24	11	1	12	1
1	1	29	1	17
12	13	1	6	25
1	11	12	9	1
24	28	12	17	5
13	2	5	1	23
1	1	9	7	18
5	10	9	2	9
10	13	20	9	18
1	16	10	9	1
9	11	22	14	6
5	9	11	9	1
1	8	1	5	10
12	13	8	1	7
23	17	7	11	1
15	8	10	4	13
16	10	2	9	2
24	25	24	10	22
12	1	20	1	4
1	3	6	4	1
11	22	12	1	14
26	13	6	12	1
5	1	7	18	24
5	10	13	13	7
22	17	11	11	14
22	17	19	2	16
17	1	1	12	1
1	4	11	13	4
8	1	11	2	25
23	8	1	28	11
18	5	12	10	11
3	19	38	15	27
5	13	8	1	9
24	9	1	12	6
13	13	23	8	20
15	4	14	4	22
2	1	24	30	13
1	1	1	1	32
1	21	2	22	15
16	1	1	17	29
6	28	1	6	15
21	7	2	5	1
14	12	1	10	18
15	8	1	13	9
1	12	1	19	3
33	4	13	28	1
1	6	18	13	4
2	1	1	7	20
15	22	12	23	8
3	15	1	2	1
10	16	7	10	7
5	8	30	19	1
22	1	15	8	15
1	1	6	11	1
7	5	22	18	9
11	18	1	13	3
6	3	33	5	1
11	8	20	12	23
11	1	1	23	4
7	13	14	5	16
1	3	2	5	4
1	3	5	2	4
5	3	4	1	2
2	1	3	5	4
3	1	5	4	2
5	3	4	2	1
4	5	3	2	1
1	4	3	2	5
5	2	3	4	1
4	3	2	5	1
1	4	3	2	5
2	4	1	3	5
2	4	3	5	1
2	3	4	5	1
4	5	2	1	3
5	4	3	2	1
3	4	1	2	5
3	2	1	4	5
5	1	3	2	4
5	2	1	4	3
3	2	5	1	4
5	3	4	2	1
1	3	5	2	4
2	3	5	4	1
5	3	2	4	1
4	2	1	3	5
3	5	2	1	4
5	2	1	4	3
1	2	5	4	3
1	2	5	4	3
4	1	3	2	5
3	5	4	2	1
5	4	2	3	1
5	3	2	1	4
5	4	3	1	2
4	2	1	5	3
5	1	4	2	3
1	3	5	4	2
3	5	2	1	4
1	4	2	3	5
3	5	1	2	4
2	5	3	1	4
2	5	3	4	1
3	4	2	1	5
3	1	2	4	5
5	2	1	3	4
5	3	1	2	4
3	4	2	5	1
2	3	1	5	4
3	1	4	2	5
5	4	2	3	1
2	1	4	3	5
4	3	2	1	5
2	1	5	3	4
3	5	1	2	4
1	2	5	4	3
2	1	4	5	3
4	5	2	1	3
4	2	5	3	1
4	3	5	2	1
5	4	1	3	2
2	3	4	1	5
5	4	3	2	1
3	1	5	2	4
2	4	5	1	3
5	1	4	3	2
3	4	5	2	1
3	4	5	2	1
1	2	3	5	4
1	3	2	4	5
1	5	3	4	2
5	1	4	3	2
3	5	2	1	4
1	4	3	5	2
4	3	5	2	1
4	2	3	5	1
4	3	2	1	5
5	4	3	1	2
2	4	3	5	1
4	3	2	5	1
1	2	4	5	3
5	3	4	1	2
4	3	1	2	5
5	2	3	1	4
2	1	4	3	5
4	1	5	3	2
4	1	2	3	5
4	5	2	1	3
3	4	2	1	5
5	3	2	4	1
1	3	5	4	2
3	5	1	2	4
1	3	2	4	5
1	5	4	3	2
5	2	4	1	3
1	5	4	2	3
4	1	3	5	2
2	5	4	3	1
5	1	2	3	4
1	5	4	2	3
