100	5
23	19	7	12	10
11	18	12	11	1
14	6	3	24	18
5	37	12	6	10
4	19	8	5	4
11	7	13	30	1
14	1	1	10	4
15	4	1	26	1
13	3	17	16	8
2	9	13	1	18
7	1	9	3	13
20	4	23	4	23
12	25	9	6	4
22	7	12	7	2
1	1	1	7	6
24	18	4	19	1
7	15	1	12	13
5	8	19	14	19
35	1	14	1	23
8	9	20	1	1
1	19	1	17	1
3	17	24	1	4
1	5	16	19	1
1	2	14	10	8
7	1	13	19	21
2	3	23	19	9
27	25	21	18	8
1	1	1	12	16
1	8	9	2	1
15	4	9	25	4
19	18	1	11	1
6	3	1	5	2
24	1	6	1	9
22	5	7	18	9
3	32	1	6	18
1	15	4	1	37
18	26	10	1	12
2	7	10	10	7
15	14	15	6	9
12	7	19	23	22
11	19	5	9	3
6	5	9	1	7
1	17	1	1	16
13	28	3	1	1
22	14	1	13	1
11	1	12	3	14
15	3	18	9	14
8	11	1	22	24
16	20	1	11	31
20	4	4	1	1
24	2	34	1	10
6	5	2	5	30
1	5	11	31	15
3	2	1	6	14
1	36	5	22	10
15	12	16	1	23
15	1	12	7	1
34	1	1	19	17
9	11	15	15	28
1	9	21	1	1
1	1	1	2	18
1	1	8	18	6
15	6	13	27	23
1	1	10	9	16
3	12	21	1	7
5	1	6	5	15
1	11	1	21	1
9	1	1	19	5
5	12	7	16	22
1	8	20	19	15
28	16	10	8	11
5	9	18	2	10
24	1	1	2	14
17	3	9	2	15
1	1	1	1	7
9	1	20	24	27
5	15	27	8	23
1	14	3	1	5
16	15	16	3	31
12	9	5	1	6
28	1	17	2	7
2	1	16	1	1
1	15	7	13	12
20	1	3	11	17
5	11	1	1	31
9	12	1	1	1
14	12	4	11	1
31	1	10	12	2
17	1	1	21	12
25	1	14	5	3
15	1	5	18	14
16	31	11	1	19
1	18	18	1	20
8	14	6	17	13
1	14	3	2	20
2	5	9	12	1
25	32	18	9	17
5	1	13	1	6
12	8	4	29	2
8	28	2	1	14
2	5	4	3	1
1	2	3	5	4
5	2	1	3	4
5	1	4	3	2
5	2	4	3	1
3	4	5	2	1
5	2	1	4	3
4	5	1	2	3
1	5	3	2	4
3	1	5	2	4
2	5	4	3	1
4	5	3	1	2
5	3	2	4	1
3	4	1	2	5
4	1	3	2	5
4	1	2	5	3
3	2	1	4	5
4	5	3	1	2
4	2	1	3	5
2	1	5	4	3
4	3	2	1	5
1	4	5	2	3
2	4	5	3	1
5	2	1	3	4
1	4	3	5	2
5	2	3	1	4
2	5	1	3	4
2	3	4	5	1
5	3	2	4	1
5	1	2	4	3
1	4	2	3	5
4	3	5	2	1
5	3	1	4	2
5	4	2	3	1
5	1	3	4	2
2	1	5	4	3
2	5	3	1	4
4	5	3	1	2
2	4	3	5	1
5	1	2	4	3
4	1	5	2	3
1	2	3	5	4
3	1	4	5	2
4	1	5	2	3
2	5	4	1	3
5	4	2	1	3
5	1	4	2	3
5	4	3	1	2
3	1	4	2	5
5	4	1	3	2
4	2	1	5	3
5	1	3	2	4
3	5	1	2	4
4	2	1	3	5
3	4	2	5	1
5	2	3	4	1
5	1	3	2	4
3	1	4	2	5
1	5	3	4	2
3	1	4	2	5
2	5	4	3	1
3	5	4	1	2
2	5	3	1	4
2	4	5	3	1
1	3	2	4	5
2	3	1	4	5
2	3	1	5	4
4	5	1	3	2
3	1	5	2	4
2	1	3	4	5
5	4	2	1	3
3	1	2	5	4
4	2	5	3	1
4	3	5	1	2
5	1	4	3	2
5	2	4	3	1
5	2	1	4	3
2	3	5	1	4
3	1	4	2	5
4	5	2	1	3
3	5	2	1	4
3	5	2	1	4
5	1	4	3	2
2	4	3	5	1
3	5	4	2	1
2	3	4	5	1
4	3	1	2	5
4	5	3	1	2
5	4	1	2	3
1	4	2	3	5
2	5	1	3	4
4	2	3	5	1
5	3	2	1	4
5	1	3	4	2
5	3	4	1	2
2	1	5	4	3
5	1	4	3	2
2	4	1	3	5
4	3	5	1	2
4	5	2	3	1
