100	5
7	1	23	24	24
20	36	18	20	2
1	1	11	10	14
1	24	27	21	18
12	19	23	14	4
1	11	14	17	17
18	16	10	13	1
1	12	8	1	25
14	1	12	10	24
3	6	3	22	18
29	8	13	11	19
16	3	9	6	17
7	18	10	1	1
27	16	9	10	6
19	1	13	22	31
15	5	31	1	12
27	1	23	17	1
1	9	12	2	17
10	3	19	20	17
5	9	11	1	12
20	20	13	5	19
18	15	12	7	11
2	14	1	7	16
8	6	1	20	23
1	3	4	9	10
10	18	1	1	5
14	9	1	1	1
17	3	10	7	1
23	5	30	3	1
4	11	1	10	19
12	4	7	1	20
5	27	8	17	10
2	4	5	1	1
2	11	15	15	1
14	13	20	16	2
2	5	14	6	20
6	3	10	12	16
8	26	4	3	19
19	2	23	1	11
2	4	1	1	5
13	9	7	30	6
9	32	26	5	8
27	32	9	14	1
16	1	27	15	17
5	18	17	14	1
14	1	4	17	14
1	3	1	11	13
1	1	13	1	27
1	1	7	1	20
1	1	2	14	5
4	8	2	17	20
13	5	19	16	1
1	2	6	16	1
7	30	16	1	1
1	25	15	13	17
1	11	16	16	18
1	4	8	6	1
4	8	18	17	4
17	1	13	5	17
25	1	1	25	15
8	9	1	24	7
7	15	20	1	25
7	11	17	18	1
1	8	7	7	13
5	18	11	1	21
39	1	7	1	16
9	1	10	26	11
17	10	24	10	1
6	18	7	14	16
7	20	1	13	15
9	40	29	9	5
16	16	14	11	7
11	11	2	19	5
4	12	19	25	18
13	1	6	1	16
3	5	21	1	13
20	13	12	17	22
12	16	1	6	28
11	26	15	21	6
17	10	1	8	13
16	11	9	1	23
1	1	4	13	16
11	11	12	15	5
8	14	1	12	12
40	10	1	10	18
7	1	23	1	4
7	9	18	6	10
1	1	12	26	17
22	1	1	17	12
12	6	5	5	1
19	1	7	1	1
7	11	11	18	10
25	19	1	19	13
16	7	12	1	28
6	10	1	7	15
1	17	5	18	1
26	25	3	14	3
22	17	1	18	12
10	1	1	16	1
1	3	5	1	17
4	1	2	5	3
3	1	2	4	5
5	1	3	4	2
3	1	2	5	4
5	4	2	3	1
1	3	2	4	5
3	1	4	5	2
5	2	4	1	3
5	3	4	1	2
5	3	1	2	4
5	4	3	2	1
3	4	2	1	5
1	5	2	4	3
2	1	4	3	5
4	2	1	5	3
1	3	4	2	5
2	5	4	1	3
5	2	4	1	3
4	1	2	5	3
1	4	2	3	5
3	5	1	2	4
2	3	5	4	1
3	1	5	2	4
2	4	5	3	1
3	1	2	4	5
4	1	3	5	2
1	3	2	5	4
3	4	2	5	1
4	2	1	5	3
5	1	3	2	4
5	3	1	2	4
4	5	1	3	2
5	4	1	3	2
4	5	1	3	2
1	3	4	5	2
5	3	1	2	4
3	2	1	4	5
3	1	5	2	4
1	3	4	5	2
3	5	4	1	2
5	3	4	2	1
1	5	2	4	3
3	5	4	1	2
3	4	1	5	2
4	1	3	5	2
2	3	1	5	4
3	5	1	2	4
5	3	2	1	4
4	5	1	2	3
1	2	4	3	5
4	1	3	2	5
1	5	4	2	3
3	5	2	4	1
4	1	3	2	5
2	3	5	4	1
4	1	2	3	5
1	5	4	2	3
3	5	2	4	1
2	5	1	4	3
1	3	4	2	5
4	3	2	1	5
5	3	2	4	1
5	4	2	3	1
2	5	1	3	4
2	3	4	1	5
4	1	5	3	2
4	1	3	5	2
2	1	5	3	4
3	4	2	1	5
1	3	4	5	2
5	1	2	3	4
1	3	2	5	4
4	2	1	5	3
1	5	3	4	2
3	2	1	5	4
1	2	5	4	3
1	5	2	3	4
5	3	1	4	2
2	3	1	5	4
1	2	3	4	5
5	3	4	1	2
2	5	4	3	1
3	2	4	1	5
2	1	3	5	4
2	1	4	3	5
3	4	2	1	5
4	2	1	3	5
4	2	3	5	1
2	5	4	3	1
5	2	4	1	3
3	4	2	1	5
2	1	5	3	4
5	2	1	3	4
4	1	5	2	3
1	3	5	2	4
5	3	1	2	4
2	3	4	5	1
4	3	1	2	5
3	2	4	1	5
2	4	5	1	3
