100	5
10	19	6	1	11
1	7	13	1	15
13	4	1	13	4
11	1	1	12	7
2	1	1	26	3
10	18	3	5	17
19	27	19	18	21
14	14	21	6	32
9	30	1	1	17
1	1	1	19	8
9	3	1	7	3
1	3	1	15	15
25	14	23	20	18
5	20	16	11	15
23	1	1	2	1
1	14	2	10	11
1	1	7	13	31
10	20	23	16	10
23	11	21	1	8
14	15	8	13	7
13	12	17	1	9
9	23	22	16	2
1	3	1	1	1
4	8	11	14	3
1	7	2	13	17
19	23	12	1	2
1	16	23	5	16
1	9	13	17	20
22	1	2	18	17
3	5	13	17	11
17	1	24	9	1
15	9	15	23	9
1	16	6	7	5
20	7	6	14	5
16	1	8	19	5
2	11	6	24	24
1	11	19	8	20
15	1	4	1	1
9	32	1	4	11
14	4	1	1	6
4	1	4	10	13
10	1	1	3	13
1	7	2	25	1
5	20	7	1	24
1	18	1	20	5
19	1	26	19	15
1	1	21	22	2
23	18	6	6	13
17	12	21	9	16
4	1	4	19	1
5	21	1	38	1
32	1	16	28	1
19	19	6	8	10
15	19	1	7	14
39	6	13	15	10
7	24	8	17	17
4	28	1	3	18
13	30	1	1	5
1	3	10	9	24
10	13	14	1	3
2	8	13	4	1
18	5	21	14	24
31	11	19	12	9
13	15	17	7	12
30	1	16	5	1
1	12	26	3	22
19	10	17	7	1
21	13	7	7	6
17	13	1	1	19
18	10	6	21	31
16	15	1	19	13
8	2	2	10	3
14	10	30	5	19
18	18	8	9	16
34	5	23	10	31
7	12	1	5	11
8	24	8	8	12
24	1	17	9	18
7	1	7	9	10
5	11	1	4	1
15	1	13	13	24
14	1	13	4	22
12	22	24	32	1
1	8	1	9	1
14	31	1	15	1
17	1	11	33	29
16	21	10	12	15
28	23	14	1	16
8	17	7	13	1
1	17	18	21	17
10	1	1	16	1
1	9	7	24	1
27	1	9	18	11
1	15	15	4	18
1	8	18	10	4
14	21	2	10	15
15	22	5	19	21
22	5	17	1	20
5	18	14	32	1
21	12	6	10	11
2	4	5	3	1
1	4	3	2	5
5	2	3	1	4
5	4	3	2	1
2	4	1	5	3
4	5	1	2	3
1	2	5	4	3
4	5	2	3	1
1	2	4	5	3
1	4	2	3	5
4	1	5	2	3
4	2	5	1	3
2	4	5	3	1
4	2	3	5	1
2	4	1	3	5
2	1	5	3	4
2	1	5	4	3
3	5	4	1	2
5	1	4	3	2
5	4	1	2	3
1	3	2	4	5
2	4	5	3	1
1	3	4	2	5
3	2	4	1	5
4	3	1	5	2
1	3	4	2	5
1	4	2	5	3
2	1	3	5	4
3	1	5	2	4
3	4	2	5	1
3	4	5	2	1
5	4	2	1	3
5	3	4	2	1
5	4	1	2	3
2	4	5	3	1
4	1	2	3	5
2	5	4	3	1
2	1	4	3	5
5	3	4	2	1
2	1	5	4	3
5	1	2	4	3
2	1	4	3	5
2	4	5	3	1
4	2	3	1	5
5	4	3	1	2
2	1	4	5	3
3	2	4	1	5
5	1	2	4	3
1	2	3	4	5
4	5	2	1	3
4	3	2	5	1
1	3	4	5	2
2	5	3	1	4
2	3	1	5	4
3	4	1	2	5
4	1	3	5	2
4	3	2	5	1
1	5	4	2	3
3	4	5	2	1
3	2	5	1	4
5	2	3	1	4
2	1	5	4	3
2	3	1	5	4
5	4	1	2	3
5	3	2	4	1
5	2	4	1	3
3	2	5	4	1
3	4	1	2	5
1	3	4	5	2
2	4	5	3	1
5	1	3	2	4
2	1	3	5	4
5	3	4	1	2
5	4	1	3	2
3	5	4	2	1
3	1	4	5	2
4	5	1	2	3
5	3	4	1	2
1	4	5	3	2
2	4	5	1	3
2	5	4	1	3
1	2	4	3	5
1	4	3	5	2
5	3	4	1	2
2	5	4	1	3
5	4	2	1	3
1	3	2	4	5
2	3	4	5	1
5	1	2	3	4
1	4	2	3	5
2	1	5	4	3
5	3	2	4	1
4	1	3	2	5
2	4	1	3	5
4	2	3	1	5
1	5	3	2	4
4	5	3	2	1
1	3	2	4	5
1	4	5	3	2
3	4	2	5	1
