100	5
15	15	15	14	14
15	14	15	16	13
14	14	16	14	13
14	15	15	13	14
14	13	16	14	14
16	14	13	17	14
13	14	14	16	15
13	15	14	16	13
14	15	13	13	15
16	15	15	14	14
17	13	16	13	14
13	16	14	15	16
17	14	15	13	16
14	16	15	13	14
13	15	15	15	13
17	13	15	15	15
15	15	14	13	15
15	14	14	16	14
15	14	14	14	15
14	16	15	14	15
14	15	15	16	17
13	14	14	15	14
14	14	15	14	16
14	15	14	14	16
14	17	13	15	14
14	14	14	14	14
15	14	15	15	16
15	15	14	15	14
14	14	14	16	15
14	15	16	15	16
15	15	15	13	15
15	14	14	14	15
15	15	14	14	16
15	15	15	15	16
13	14	16	14	14
15	14	13	14	15
14	14	14	15	16
15	16	14	14	14
15	15	13	16	13
15	13	15	13	15
14	16	16	15	15
17	14	14	13	14
14	13	14	14	14
13	15	14	16	15
15	15	16	14	16
14	15	14	14	14
14	14	15	15	16
15	15	15	14	15
14	13	16	15	15
14	13	14	14	13
14	13	15	15	15
15	14	16	14	14
13	15	15	16	15
13	14	15	17	14
13	15	14	13	14
14	14	14	14	13
14	15	17	14	13
13	15	14	16	16
15	14	15	14	14
15	15	13	16	15
13	13	15	16	15
16	15	15	15	14
16	15	14	14	15
13	13	16	15	16
14	14	16	15	15
13	14	15	14	15
14	16	15	16	15
17	14	16	14	14
13	13	12	14	15
14	14	14	15	15
14	15	15	14	15
16	15	16	15	14
14	13	14	15	15
15	14	13	14	16
15	15	13	14	15
15	15	15	15	13
13	15	15	15	14
16	13	16	13	14
14	13	15	14	16
15	14	13	13	14
15	15	14	14	15
15	13	15	13	16
14	14	14	14	14
16	15	14	15	15
12	14	14	15	14
12	14	15	14	12
15	16	16	13	16
13	13	13	15	16
16	15	12	15	14
14	14	14	12	14
15	13	15	14	16
13	15	17	14	14
14	15	14	16	15
13	14	13	14	15
12	15	14	14	13
15	15	15	15	14
16	14	16	14	16
16	15	15	15	15
16	15	15	14	17
15	15	14	16	14
4	2	1	3	5
5	4	3	1	2
1	2	3	4	5
1	5	2	3	4
1	5	3	4	2
1	2	3	5	4
1	5	2	4	3
4	2	3	5	1
5	1	3	4	2
1	2	3	4	5
3	1	2	4	5
1	2	3	4	5
1	4	3	2	5
1	5	3	4	2
1	4	3	2	5
3	2	5	4	1
1	5	3	4	2
1	2	5	3	4
3	2	1	4	5
1	3	5	2	4
1	2	3	5	4
2	5	3	4	1
5	2	1	4	3
3	2	1	4	5
5	3	2	4	1
5	2	3	4	1
1	2	3	4	5
4	5	2	3	1
1	2	3	4	5
5	2	3	1	4
1	4	3	2	5
1	2	5	4	3
1	2	3	4	5
3	1	4	2	5
1	2	3	4	5
1	4	3	2	5
1	4	3	5	2
1	3	2	4	5
5	2	3	1	4
1	2	3	4	5
1	2	3	4	5
1	2	3	4	5
5	2	4	1	3
3	2	5	4	1
1	3	4	2	5
1	4	3	2	5
1	2	3	4	5
5	1	3	4	2
1	2	3	5	4
1	2	3	5	4
1	2	3	4	5
2	3	1	4	5
1	5	3	4	2
2	1	3	4	5
5	4	3	2	1
1	3	5	4	2
2	1	3	4	5
1	2	3	4	5
1	5	3	4	2
5	2	3	4	1
1	2	3	4	5
1	2	3	4	5
1	2	3	4	5
1	2	3	4	5
1	2	3	4	5
1	2	3	4	5
1	2	3	4	5
5	2	3	1	4
1	3	5	4	2
4	1	3	5	2
2	3	4	5	1
1	2	3	4	5
1	2	3	5	4
5	2	3	1	4
1	2	3	4	5
1	2	3	5	4
1	5	3	4	2
1	5	3	2	4
1	4	3	2	5
2	5	3	4	1
2	5	1	4	3
1	4	3	2	5
3	2	1	4	5
5	2	4	1	3
2	3	5	4	1
2	5	3	4	1
1	2	3	4	5
2	1	3	4	5
4	2	5	1	3
1	2	5	4	3
1	5	3	4	2
1	5	3	4	2
2	4	3	5	1
1	2	3	5	4
1	2	3	4	5
1	2	3	4	5
1	2	3	4	5
5	4	3	1	2
1	2	3	4	5
1	2	3	4	5
