100	5
5	4	2	16	10
14	12	2	8	21
8	10	16	10	5
5	35	17	18	25
14	1	24	19	35
16	17	20	27	18
14	17	8	16	3
23	33	7	5	12
1	13	15	15	16
14	1	1	2	1
11	8	9	20	7
2	7	24	5	25
4	6	9	1	5
6	11	16	5	5
3	5	1	17	6
1	23	15	31	19
4	15	15	1	6
15	1	14	12	4
10	14	10	17	2
7	19	18	7	1
7	13	5	30	1
25	6	2	13	1
1	16	16	3	3
30	1	2	2	17
1	6	2	32	1
1	1	1	9	1
12	6	6	18	15
3	4	19	22	11
12	1	8	26	9
9	1	1	6	26
3	18	1	15	12
5	18	20	4	25
12	3	11	23	12
10	4	1	23	12
20	1	12	13	13
1	19	3	12	20
23	10	23	9	12
21	7	4	13	5
3	12	1	6	9
19	2	1	14	3
9	5	7	16	15
1	11	15	3	9
14	8	7	11	8
1	18	1	6	13
13	19	16	12	5
14	12	17	2	19
15	1	34	16	24
21	13	5	14	4
4	23	1	12	1
13	22	13	10	17
11	1	13	1	26
1	20	1	18	12
3	2	13	11	17
1	13	7	8	1
22	15	40	8	13
5	3	15	1	9
15	38	10	21	23
18	7	12	8	1
18	21	3	1	5
22	12	1	6	15
10	16	1	10	15
20	9	17	20	1
1	2	8	7	15
33	31	1	1	22
20	13	1	2	1
13	11	17	4	1
11	26	6	16	23
18	5	11	1	4
11	4	10	18	11
3	1	6	6	12
20	1	13	14	25
18	1	9	6	20
1	16	9	2	1
30	12	10	1	23
10	18	13	24	3
20	14	18	21	20
7	13	12	2	5
1	25	8	18	1
16	1	31	3	7
1	10	1	18	9
18	1	30	4	9
22	1	4	9	25
5	16	9	19	18
21	13	1	1	20
30	15	3	17	25
4	20	15	1	11
10	1	4	15	12
1	14	26	15	24
10	7	4	1	7
9	14	19	11	19
2	11	1	5	21
20	7	14	10	27
2	1	26	15	30
3	14	18	18	15
1	19	3	1	10
25	23	30	17	19
37	1	14	27	7
16	12	1	6	8
5	15	5	20	20
1	1	1	20	12
2	5	4	1	3
1	2	5	4	3
2	1	4	5	3
3	2	1	5	4
4	1	2	3	5
4	2	3	5	1
5	4	3	1	2
1	2	4	5	3
4	5	2	1	3
5	1	3	2	4
2	1	5	4	3
5	3	1	4	2
4	5	1	3	2
5	2	1	4	3
1	4	5	3	2
2	1	4	3	5
3	5	1	4	2
3	5	2	4	1
2	4	1	5	3
5	3	4	1	2
4	2	5	3	1
3	2	5	4	1
4	1	3	5	2
5	4	3	1	2
2	3	4	5	1
2	1	4	5	3
1	4	5	2	3
1	5	3	4	2
1	5	2	3	4
1	4	3	2	5
3	4	5	2	1
1	5	4	2	3
1	5	2	4	3
4	2	5	1	3
4	5	2	1	3
4	1	5	2	3
4	5	1	3	2
5	4	1	2	3
4	5	2	3	1
3	4	1	5	2
1	5	2	3	4
4	2	3	1	5
2	5	3	1	4
5	3	2	4	1
5	4	2	1	3
2	3	1	4	5
1	4	3	5	2
5	2	1	3	4
2	1	3	4	5
5	2	1	3	4
1	5	3	2	4
4	5	3	2	1
2	5	4	1	3
5	3	4	2	1
5	1	4	3	2
3	1	4	5	2
2	1	3	5	4
2	3	5	4	1
1	5	3	4	2
2	3	5	1	4
4	2	3	1	5
3	4	2	5	1
3	5	2	4	1
5	2	4	3	1
2	5	3	4	1
1	2	3	5	4
3	5	2	1	4
5	3	2	1	4
4	1	5	3	2
3	5	1	4	2
4	5	3	1	2
3	1	4	5	2
3	4	5	2	1
4	1	5	3	2
4	2	5	1	3
5	3	2	1	4
2	4	3	5	1
3	4	1	5	2
1	4	5	3	2
4	2	1	5	3
1	4	2	5	3
5	1	3	4	2
1	2	3	4	5
1	3	5	2	4
2	5	1	3	4
5	3	4	2	1
3	4	5	1	2
2	3	5	4	1
1	2	4	3	5
3	1	4	2	5
2	3	4	1	5
3	4	1	5	2
1	4	2	5	3
5	4	2	3	1
4	5	2	1	3
3	4	5	1	2
1	5	3	4	2
5	1	2	4	3
1	5	3	2	4
1	4	5	2	3
