1	2	5	12	3	7	15	9	13	11	22	23	8	17	25	32	27	33	4	10	20	6	42	18	14	30	43	16	28	21	24	40	19	26	38	34	29	36	35	31	39	37	46	45	41	44	48	50	47	49
1	2	5	12	3	7	15	9	13	11	22	23	8	17	25	32	27	33	4	10	20	6	42	18	14	30	43	16	28	21	24	40	19	26	38	34	29	36	35	31	39	37	46	45	44	48	47	50	41	49
1	2	5	12	3	7	15	9	13	11	22	23	8	17	25	32	27	33	4	10	20	6	42	18	14	30	43	16	28	21	35	24	40	19	26	38	34	29	36	31	39	46	37	45	41	44	48	50	47	49
1	2	5	12	3	7	15	9	13	11	22	23	8	17	25	32	27	33	4	10	20	6	42	18	14	30	43	16	28	21	35	24	40	19	26	38	34	29	36	31	39	46	37	45	44	48	47	50	41	49
1	2	5	12	3	7	15	9	13	11	22	23	8	17	25	32	27	33	4	10	20	6	42	18	14	30	43	16	28	21	35	24	40	45	19	26	38	34	29	36	31	39	46	37	41	44	48	50	47	49
1	2	5	12	3	7	15	9	13	11	22	23	8	17	25	32	27	33	4	10	20	6	42	18	14	30	43	16	28	21	35	24	40	45	19	26	38	34	29	36	31	39	46	37	44	48	47	50	41	49
1	2	5	12	3	7	15	9	13	11	22	23	8	17	25	32	27	33	4	10	20	6	42	18	14	30	43	16	28	35	24	40	45	19	26	21	38	34	29	36	39	31	46	37	41	44	48	50	47	49
1	2	5	12	3	7	15	9	13	11	22	23	8	17	25	32	27	33	4	10	20	6	42	18	14	30	43	16	28	35	24	40	45	19	26	21	38	34	29	36	39	31	46	37	44	47	48	50	41	49
1	2	5	12	3	7	15	9	13	11	22	23	8	17	25	32	27	33	4	10	20	35	6	42	18	14	30	43	16	28	21	24	40	19	26	38	34	29	36	31	39	46	37	45	41	44	48	50	47	49
1	2	5	12	3	7	15	9	13	11	22	23	8	17	25	32	27	33	4	10	20	35	6	42	18	14	30	43	16	28	21	24	40	19	26	38	34	29	36	31	39	46	37	45	44	48	47	50	41	49
1	2	5	12	3	7	15	9	13	11	22	23	8	17	25	32	27	33	4	10	20	35	6	42	18	14	30	43	16	28	21	24	45	40	19	26	38	34	29	36	31	39	46	37	41	44	48	50	47	49
1	2	5	12	3	7	15	9	13	11	22	23	8	17	25	32	27	33	4	10	20	35	6	42	18	14	30	43	16	28	21	24	45	40	19	26	38	34	29	36	31	39	46	37	44	48	47	50	41	49
1	2	5	12	3	7	15	9	13	11	22	23	8	17	25	32	27	33	4	10	20	35	6	42	18	14	30	43	16	28	45	24	21	40	19	26	38	34	29	36	31	39	46	37	41	44	48	50	47	49
1	2	5	12	3	7	15	9	13	11	22	23	8	17	25	32	27	33	4	10	20	35	6	42	18	14	30	43	16	28	45	24	21	40	19	26	38	34	29	36	31	39	46	37	44	48	47	50	41	49
1	2	5	12	3	7	15	9	13	11	22	23	8	17	25	32	27	33	4	10	35	20	6	42	18	14	30	43	16	28	21	24	40	19	26	38	34	29	36	31	39	46	37	45	41	44	48	50	47	49
1	2	5	12	3	7	15	9	13	11	22	23	8	17	25	32	27	33	4	10	35	20	6	42	18	14	30	43	16	28	21	24	40	19	26	38	34	29	36	31	39	46	37	45	44	48	47	50	41	49
1	2	5	12	3	7	15	9	13	11	22	23	8	17	25	32	27	33	4	10	35	20	6	42	18	14	30	43	16	28	21	24	45	40	19	26	38	34	29	36	31	39	46	37	41	44	48	50	47	49
1	2	5	12	3	7	15	9	13	11	22	23	8	17	25	32	27	33	4	10	35	20	6	42	18	14	30	43	16	28	21	24	45	40	19	26	38	34	29	36	31	39	46	37	44	48	47	50	41	49
1	2	5	12	3	7	15	9	13	11	22	23	8	17	25	32	27	33	4	10	35	20	6	42	18	14	30	43	16	28	45	24	21	40	19	26	38	34	29	36	31	39	46	37	41	44	48	50	47	49
