num_job,num_machine,mean,std,seed,I_b,I_f,baseline,RANDOM_best,RANDOM_time,RUBI_best,RUBI_time,MoRUBI_best,MoRUBI_time,SPT_best,SPT_time,LPT_best,LPT_time,GT_best,GT_time
10,10,30,10,0,0.29999999999999993,0.345679012345679,797.58,647,1.129796028137207,505,2.253197193145752,523,2.3194172382354736,522,2.2671968936920166,597,2.285320520401001,563,2.370401382446289
10,10,30,10,0,0.3666666666666667,0.3950617283950617,825.85,678,1.0853748321533203,525,2.2919363975524902,489,2.284409284591675,600,2.2316019535064697,502,2.258902072906494,545,2.3731582164764404
10,10,30,10,0,0.3777777777777778,0.4691358024691357,832.28,679,1.0939605236053467,535,2.268062114715576,536,2.2879064083099365,591,2.3058888912200928,566,2.3788962364196777,574,2.369588613510132
10,10,30,10,0,0.3777777777777778,0.41975308641975306,806.2,638,1.140428066253662,549,2.624300241470337,524,2.3483102321624756,533,2.79345703125,595,2.853003740310669,543,3.1100094318389893
10,10,30,10,0,0.38888888888888895,0.5061728395061729,814.25,623,1.290320873260498,534,2.6587371826171875,540,2.619119644165039,560,2.32170033454895,534,2.321028709411621,577,2.375598907470703
10,10,30,10,0,0.38888888888888895,0.5185185185185186,817.75,602,1.11488676071167,529,2.315093517303467,527,2.3080387115478516,560,2.33366322517395,545,2.4596829414367676,545,2.3559298515319824
10,10,30,10,0,0.38888888888888895,0.54320987654321,818.49,625,1.114619255065918,499,2.413557529449463,505,2.94793701171875,504,2.469348907470703,509,2.5704989433288574,545,3.3451783657073975
10,10,30,10,0,0.3777777777777778,0.5308641975308642,821.87,659,1.3652873039245605,532,2.632608652114868,537,2.5564754009246826,507,2.987597703933716,534,3.067906379699707,532,2.5565428733825684
10,10,30,10,0,0.3777777777777778,0.5308641975308642,821.87,659,1.1688573360443115,532,2.3757245540618896,537,2.6123969554901123,507,2.489766836166382,534,2.383272886276245,532,2.476813554763794
10,10,30,10,0,0.41111111111111115,0.6049382716049383,826.45,650,1.366886854171753,536,2.367949962615967,538,2.2534849643707275,553,2.2710111141204834,559,2.326634407043457,558,2.3333868980407715
10,10,30,10,0,0.4333333333333333,0.5925925925925926,842.15,670,1.154480218887329,540,2.353010416030884,541,2.336763858795166,693,2.446864604949951,648,2.315382957458496,545,2.4534823894500732
10,10,30,10,0,0.4222222222222222,0.6049382716049383,840.25,684,1.0887269973754883,531,2.434039354324341,547,2.451087236404419,647,2.287992477416992,630,2.3238582611083984,563,2.353715658187866
10,10,30,10,0,0.45555555555555555,0.6419753086419753,878.11,698,1.1151175498962402,596,2.3611507415771484,589,2.409456491470337,626,2.3136250972747803,624,2.2478644847869873,624,2.373455047607422
10,10,30,10,0,0.3888888888888889,0.6666666666666666,815.08,623,1.1181883811950684,545,2.263986587524414,533,2.2546122074127197,534,2.2509207725524902,527,2.254870653152466,570,2.3314154148101807
10,10,30,10,0,0.3333333333333333,0.7037037037037037,822.6,650,1.1047992706298828,506,2.230832099914551,507,2.2668344974517822,550,2.2417373657226562,553,2.247873544692993,536,2.390795946121216
10,10,30,10,0,0.34444444444444444,0.7037037037037037,844.49,579,1.110525131225586,497,2.401026964187622,520,2.359219551086426,556,2.4587666988372803,547,2.4249534606933594,560,2.4455018043518066
10,10,30,10,0,0.3222222222222223,0.6543209876543209,829.27,665,1.1390788555145264,514,2.358651876449585,516,2.345702886581421,599,2.5113534927368164,590,2.3340933322906494,559,2.4030673503875732
10,10,30,10,0,0.3555555555555555,0.654320987654321,856.82,695,1.1193475723266602,550,2.3471291065216064,553,2.3979570865631104,590,2.418243169784546,597,2.3508503437042236,559,2.444653272628784
10,10,30,10,0,0.4,0.7901234567901234,800.0,614,1.3146178722381592,499,2.288107395172119,486,2.33121657371521,541,2.2392256259918213,559,2.298017978668213,544,2.3771610260009766
10,10,30,10,0,0.4444444444444443,0.8024691358024691,898.37,720,1.0982799530029297,580,2.3380937576293945,585,2.3215842247009277,663,2.3449530601501465,569,2.233447790145874,603,2.4499804973602295
10,10,30,10,1,0.35555555555555557,0.4320987654320987,826.43,661,1.3578462600708008,506,2.275477647781372,501,2.3008644580841064,632,2.4511659145355225,560,2.33292555809021,566,2.3195812702178955
10,10,30,10,1,0.35555555555555557,0.4444444444444444,824.22,665,1.1165001392364502,496,2.251127004623413,499,2.311925172805786,625,2.2680678367614746,548,2.298848867416382,553,2.362227201461792
10,10,30,10,1,0.35555555555555557,0.41975308641975306,816.9,646,1.0986754894256592,528,2.2928380966186523,524,2.2714924812316895,606,2.2932403087615967,587,2.272733449935913,574,2.3319644927978516
10,10,30,10,1,0.3888888888888889,0.3950617283950617,825.0,649,1.0975217819213867,529,2.284658193588257,521,2.246448278427124,601,2.2632248401641846,561,2.305318593978882,553,2.3433215618133545
10,10,30,10,1,0.38888888888888895,0.5061728395061729,814.25,623,1.1087605953216553,534,2.2700753211975098,540,2.247250556945801,560,2.3161232471466064,534,2.2867214679718018,577,2.364137887954712
10,10,30,10,1,0.38888888888888895,0.5185185185185186,817.75,602,1.1031856536865234,529,2.2784414291381836,527,2.266852378845215,560,2.299997091293335,545,2.3171865940093994,545,2.3335907459259033
10,10,30,10,1,0.38888888888888895,0.54320987654321,818.49,625,1.10365629196167,499,2.2739057540893555,505,2.3295366764068604,504,2.213289499282837,509,2.2928502559661865,545,2.3597896099090576
10,10,30,10,1,0.3777777777777778,0.5308641975308642,821.87,659,1.1219747066497803,532,2.2640621662139893,537,2.284663438796997,507,2.232603073120117,534,2.29645037651062,532,2.3406031131744385
10,10,30,10,1,0.3777777777777778,0.5308641975308642,821.87,659,1.105924367904663,532,2.259934902191162,537,2.2493560314178467,507,2.2535743713378906,534,2.3111326694488525,532,2.364650249481201
10,10,30,10,1,0.41111111111111115,0.6049382716049383,826.45,650,1.0988237857818604,536,2.273651361465454,538,2.270615577697754,553,2.2869327068328857,559,2.256941080093384,558,2.3395378589630127
10,10,30,10,1,0.4333333333333333,0.5925925925925926,842.15,670,1.100926399230957,540,2.2786924839019775,541,2.2934505939483643,693,2.31479549407959,648,2.2855215072631836,545,2.348201274871826
10,10,30,10,1,0.4222222222222222,0.6049382716049383,840.25,684,1.106940507888794,531,2.286506175994873,547,2.3059942722320557,647,2.2909393310546875,630,2.287121534347534,563,2.3771862983703613
10,10,30,10,1,0.45555555555555555,0.6419753086419753,878.11,698,1.083482265472412,596,2.33481502532959,589,2.278445243835449,626,2.276298761367798,624,2.250509262084961,624,2.373877763748169
10,10,30,10,1,0.3888888888888889,0.6666666666666666,815.08,623,1.1328670978546143,545,2.2702579498291016,533,2.2693300247192383,534,2.259812355041504,527,2.2380664348602295,570,2.3303351402282715
10,10,30,10,1,0.3333333333333333,0.7037037037037037,822.6,650,1.1232819557189941,506,2.233219861984253,507,2.2844507694244385,550,2.243086338043213,553,2.252700090408325,536,2.3425958156585693
10,10,30,10,1,0.34444444444444444,0.7037037037037037,844.49,579,1.0913927555084229,497,2.2684576511383057,520,2.276310920715332,556,2.2556121349334717,547,2.2758781909942627,560,2.343519449234009
10,10,30,10,1,0.3222222222222223,0.6543209876543209,829.27,665,1.1219666004180908,514,2.24523663520813,516,2.2586395740509033,599,2.284045696258545,590,2.3016045093536377,559,2.3394968509674072
10,10,30,10,1,0.3555555555555555,0.654320987654321,856.82,695,1.1212944984436035,550,2.2829525470733643,553,2.2824196815490723,590,2.3098905086517334,597,2.284419059753418,559,2.363284111022949
10,10,30,10,1,0.4,0.7901234567901234,800.0,614,1.1160719394683838,499,2.247084140777588,486,2.2993521690368652,541,2.324211359024048,559,2.300337076187134,544,2.3379695415496826
10,10,30,10,1,0.4444444444444443,0.8024691358024691,898.37,720,1.1146860122680664,580,2.2933578491210938,585,2.2973906993865967,663,2.2658965587615967,569,2.2310597896575928,603,2.38232684135437
10,10,30,10,2,0.35555555555555557,0.4320987654320987,826.43,661,1.110914945602417,506,2.2616500854492188,501,2.2610106468200684,632,2.2669036388397217,560,2.3028359413146973,566,2.3204057216644287
10,10,30,10,2,0.35555555555555557,0.4444444444444444,824.22,665,1.1210839748382568,496,2.237100601196289,499,2.2318806648254395,625,2.2516093254089355,548,2.2967746257781982,553,2.3313040733337402
10,10,30,10,2,0.35555555555555557,0.41975308641975306,816.9,646,1.0939123630523682,528,2.2667694091796875,524,2.2753422260284424,606,2.2663166522979736,587,2.261018991470337,574,2.3459699153900146
10,10,30,10,2,0.3888888888888889,0.3950617283950617,825.0,649,1.09488844871521,529,2.262953281402588,521,2.266465187072754,601,2.2916765213012695,561,2.299281120300293,553,2.3475165367126465
10,10,30,10,2,0.38888888888888895,0.5061728395061729,814.25,623,1.100362777709961,534,2.2667183876037598,540,2.290565252304077,560,2.240520477294922,534,2.292820453643799,577,2.355658531188965
10,10,30,10,2,0.38888888888888895,0.5185185185185186,817.75,602,1.0741512775421143,529,2.2415127754211426,527,2.246838092803955,560,2.2937541007995605,545,2.274834632873535,545,2.379101276397705
10,10,30,10,2,0.38888888888888895,0.54320987654321,818.49,625,1.1031391620635986,499,2.266214609146118,505,2.2792611122131348,504,2.274545431137085,509,2.3157737255096436,545,2.338175058364868
10,10,30,10,2,0.3777777777777778,0.5308641975308642,821.87,659,1.1055071353912354,532,2.259796380996704,537,2.2878899574279785,507,2.2339344024658203,534,2.3133318424224854,532,2.3814921379089355
10,10,30,10,2,0.3777777777777778,0.5308641975308642,821.87,659,1.1051404476165771,532,2.296957015991211,537,2.2815511226654053,507,2.235503673553467,534,2.3491835594177246,532,2.47947096824646
10,10,30,10,2,0.41111111111111115,0.6049382716049383,826.45,650,1.115253210067749,536,2.264488935470581,538,2.2614850997924805,553,2.268688917160034,559,2.302631378173828,558,2.3757338523864746
10,10,30,10,2,0.4333333333333333,0.5925925925925926,842.15,670,1.1196208000183105,540,2.32352614402771,541,2.2685275077819824,693,2.32020902633667,648,2.2760074138641357,545,2.3492491245269775
10,10,30,10,2,0.4222222222222222,0.6049382716049383,840.25,684,1.1253113746643066,531,2.3486196994781494,547,2.3027005195617676,647,2.2999815940856934,630,2.3017444610595703,563,2.3555123805999756
10,10,30,10,2,0.45555555555555555,0.6419753086419753,878.11,698,1.0932848453521729,596,2.2622148990631104,589,2.4322571754455566,626,2.258103847503662,624,2.2917208671569824,624,2.5283408164978027
10,10,30,10,2,0.3888888888888889,0.6666666666666666,815.08,623,1.1380524635314941,545,2.333254814147949,533,2.3236801624298096,534,2.2921907901763916,527,2.316549301147461,570,2.3658316135406494
10,10,30,10,2,0.3333333333333333,0.7037037037037037,822.6,650,1.1067781448364258,506,2.2357263565063477,507,2.2577574253082275,550,2.2550456523895264,553,2.2875964641571045,536,2.3692309856414795
10,10,30,10,2,0.34444444444444444,0.7037037037037037,844.49,579,1.1244714260101318,497,2.246624231338501,520,2.246727466583252,556,2.2743582725524902,547,2.3058841228485107,560,2.3482613563537598
10,10,30,10,2,0.3222222222222223,0.6543209876543209,829.27,665,1.1135921478271484,514,2.265376567840576,516,2.32878041267395,599,2.267345428466797,590,2.287552833557129,559,2.3412840366363525
10,10,30,10,2,0.3555555555555555,0.654320987654321,856.82,695,1.1507279872894287,550,2.2907772064208984,553,2.292142152786255,590,2.435060739517212,597,2.274735450744629,559,2.3890645503997803
10,10,30,10,2,0.4,0.7901234567901234,800.0,614,1.0664207935333252,499,2.3345627784729004,486,2.2421982288360596,541,2.2176318168640137,559,2.26005482673645,544,2.398866891860962
10,10,30,10,2,0.4444444444444443,0.8024691358024691,898.37,720,1.0995140075683594,580,2.2733569145202637,585,2.2523953914642334,663,2.3635358810424805,569,2.2267720699310303,603,2.307861089706421
10,10,30,10,3,0.35555555555555557,0.4320987654320987,826.43,661,1.0875911712646484,506,2.229438304901123,501,2.259922981262207,632,2.214592695236206,560,2.507439136505127,566,2.362943410873413
10,10,30,10,3,0.35555555555555557,0.4444444444444444,824.22,665,1.0670926570892334,496,2.292879581451416,499,2.2667646408081055,625,2.2444114685058594,548,2.279021978378296,553,2.395366907119751
10,10,30,10,3,0.35555555555555557,0.41975308641975306,816.9,646,1.1160824298858643,528,2.320582151412964,524,2.271388292312622,606,2.2423160076141357,587,2.3070926666259766,574,2.3215560913085938
10,10,30,10,3,0.3888888888888889,0.3950617283950617,825.0,649,1.107924222946167,529,2.2460386753082275,521,2.2693636417388916,601,2.2541327476501465,561,2.249892234802246,553,2.355828285217285
