num_job,num_machine,mean,std,seed,I_b,I_f,baseline,RANDOM_best,RANDOM_time,RUBI_best,RUBI_time,GT_best,GT_time
10,10,30,10,0,0.36666666666666664,0.3333333333333333,823.8,578,0.7628417015075684,504,1.5102925300598145,560,1.5703325271606445
10,10,30,10,0,0.3111111111111111,0.3950617283950617,796.06,639,0.7277669906616211,475,1.429386854171753,557,1.5696170330047607
10,10,30,10,0,0.4222222222222222,0.43209876543209874,806.17,654,0.7048280239105225,500,1.441039800643921,533,1.5548126697540283
10,10,30,10,0,0.3555555555555555,0.4567901234567901,824.2,603,0.7047529220581055,538,1.534390926361084,572,1.6344294548034668
10,10,30,10,0,0.35555555555555557,0.46913580246913583,835.66,655,0.8100864887237549,538,1.4784843921661377,583,1.5287001132965088
10,10,30,10,0,0.44444444444444436,0.41975308641975306,781.08,609,0.704852819442749,526,1.4590022563934326,540,1.5407581329345703
10,10,30,10,0,0.3666666666666667,0.4444444444444444,796.13,657,0.7297062873840332,519,1.4857680797576904,538,1.5341787338256836
10,10,30,10,0,0.35555555555555557,0.48148148148148134,826.45,666,0.7165334224700928,520,1.4453949928283691,564,1.5896868705749512
10,10,30,10,0,0.36666666666666664,0.5802469135802469,830.48,665,0.7396798133850098,592,1.4870944023132324,563,1.5517802238464355
10,10,30,10,0,0.4666666666666667,0.4938271604938272,879.48,725,0.7078816890716553,579,1.4904332160949707,583,1.5477468967437744
10,10,30,10,0,0.38888888888888895,0.54320987654321,785.49,643,0.7300782203674316,491,1.482780933380127,520,1.616455078125
10,10,30,10,0,0.2777777777777778,0.5925925925925926,793.91,637,0.6907362937927246,496,1.488642930984497,554,1.4995195865631104
10,10,30,10,0,0.32222222222222224,0.6419753086419753,879.06,678,0.6968593597412109,546,1.4590346813201904,599,1.526655912399292
10,10,30,10,0,0.32222222222222224,0.6172839506172839,881.82,679,0.7069454193115234,547,1.4594788551330566,596,1.522897481918335
10,10,30,10,0,0.4333333333333333,0.5925925925925927,773.52,600,0.7006525993347168,483,1.4375534057617188,523,1.5564992427825928
10,10,30,10,0,0.4666666666666666,0.6543209876543209,858.51,656,0.7077362537384033,590,1.4149799346923828,602,1.5193469524383545
10,10,30,10,0,0.34444444444444444,0.654320987654321,752.78,555,0.7024698257446289,483,1.484389305114746,517,1.5458734035491943
10,10,30,10,0,0.5,0.8148148148148148,820.62,620,0.694758415222168,554,1.4790375232696533,547,1.5058064460754395
10,10,30,10,0,0.24444444444444446,0.8148148148148147,781.5,599,0.6944963932037354,486,1.4386441707611084,514,1.530395269393921
10,10,30,10,0,0.4111111111111111,0.7901234567901235,832.38,624,0.7359340190887451,483,1.501643180847168,561,1.5350308418273926
10,10,30,10,1,0.3555555555555555,0.3827160493827161,801.58,613,0.7231519222259521,502,1.443859577178955,548,1.5031237602233887
10,10,30,10,1,0.34444444444444444,0.3827160493827161,860.66,709,0.7155356407165527,575,1.4509761333465576,603,1.545161247253418
10,10,30,10,1,0.36666666666666664,0.4320987654320988,823.47,647,0.6966960430145264,503,1.4976332187652588,556,1.4929685592651367
10,10,30,10,1,0.44444444444444436,0.4444444444444444,856.28,666,0.7171962261199951,563,1.4717769622802734,563,1.689854621887207
10,10,30,10,1,0.4,0.46913580246913583,825.46,627,0.7083344459533691,535,1.4237418174743652,523,1.5402147769927979
10,10,30,10,1,0.4,0.5061728395061729,836.36,673,0.75518798828125,525,1.4809377193450928,545,1.5342979431152344
10,10,30,10,1,0.4,0.43209876543209874,846.7,676,0.7036087512969971,566,1.512974500656128,543,1.5881903171539307
10,10,30,10,1,0.32222222222222224,0.5555555555555556,777.79,589,0.7128720283508301,498,1.4884757995605469,546,1.6304678916931152
10,10,30,10,1,0.4111111111111111,0.54320987654321,861.84,740,0.7678804397583008,597,1.4884755611419678,610,1.5708274841308594
10,10,30,10,1,0.3666666666666667,0.43209876543209874,851.66,645,0.7272183895111084,560,1.5025835037231445,531,1.553001880645752
10,10,30,10,1,0.3888888888888889,0.5679012345679013,755.08,562,0.7196571826934814,492,1.4876267910003662,515,1.5199780464172363
10,10,30,10,1,0.4111111111111111,0.6790123456790123,836.85,650,0.7169790267944336,543,1.5187957286834717,585,1.5968964099884033
10,10,30,10,1,0.3888888888888889,0.5925925925925927,788.87,552,0.7540531158447266,487,1.4054429531097412,528,1.5671517848968506
10,10,30,10,1,0.45555555555555555,0.6419753086419752,836.36,665,0.7250688076019287,534,1.4550881385803223,560,1.5455796718597412
10,10,30,10,1,0.4333333333333333,0.6296296296296295,826.91,688,0.7316217422485352,550,1.4599251747131348,570,1.5436851978302002
10,10,30,10,1,0.34444444444444444,0.7160493827160493,804.28,626,0.7422528266906738,539,1.5262713432312012,510,1.6897575855255127
10,10,30,10,1,0.34444444444444444,0.6790123456790123,890.75,678,0.7199957370758057,570,1.4493334293365479,627,1.5530099868774414
10,10,30,10,1,0.42222222222222217,0.7901234567901234,750.08,571,0.7224655151367188,490,1.4806644916534424,481,1.4995505809783936
10,10,30,10,1,0.37777777777777777,0.7530864197530863,829.09,596,0.7476356029510498,566,1.509984016418457,545,1.529088020324707
