num_job,num_machine,mean,std,seed,baseline,RANDOM_best,RANDOM_time,RUBI_best,RUBI_time,MoRUBI_best,MoRUBI_time,SPT_best,SPT_time,LPT_best,LPT_time,GT_best,GT_time
10,10,30,1,0,783.4,647,1.1093521118164062,480,2.301226854324341,478,2.322451591491699,448,2.3205368518829346,478,2.3435111045837402,505,2.366079807281494
10,10,30,2,0,785.31,645,1.1074705123901367,488,2.2964086532592773,476,2.4561026096343994,503,2.291839361190796,512,2.263138771057129,533,2.3645172119140625
10,10,30,3,0,791.61,643,1.1121089458465576,493,2.3051669597625732,480,2.252871036529541,701,2.285942792892456,521,2.2684106826782227,521,2.3762521743774414
10,10,30,4,0,794.56,640,1.1016230583190918,496,2.287069320678711,481,2.3021295070648193,659,2.3233091831207275,528,2.3457047939300537,501,2.4111297130584717
10,10,30,5,0,799.7,637,1.1037142276763916,499,2.30604887008667,484,2.3557140827178955,700,2.3615031242370605,552,2.2784383296966553,520,2.385043144226074
10,10,30,6,0,803.7,642,1.1141674518585205,496,2.287691354751587,482,2.2987706661224365,723,2.2540664672851562,553,2.270601987838745,544,2.3426055908203125
10,10,30,7,0,810.11,646,1.083160161972046,493,2.293776512145996,493,2.261967182159424,680,2.246617317199707,537,2.2193350791931152,548,2.3436148166656494
10,10,30,8,0,815.13,651,1.1061396598815918,494,2.262482166290283,493,2.240100860595703,724,2.266793966293335,547,2.2621397972106934,560,2.3323888778686523
10,10,30,9,0,821.53,656,1.0970244407653809,499,2.2721750736236572,499,2.297058343887329,645,2.255283832550049,556,2.2831664085388184,556,2.354602575302124
10,10,30,10,0,826.43,661,1.062293529510498,506,2.247098207473755,501,2.2425506114959717,632,2.2815802097320557,560,2.251311779022217,566,2.3431153297424316
10,10,30,11,0,834.33,670,1.0965003967285156,519,2.249966621398926,505,2.292581796646118,576,2.221067428588867,570,2.259134531021118,578,2.3459746837615967
10,10,30,12,0,839.21,670,1.0741708278656006,528,2.2562332153320312,512,2.2643682956695557,625,2.2565221786499023,571,2.2476606369018555,576,2.34090256690979
10,10,30,13,0,846.91,666,1.1143109798431396,537,2.208911657333374,513,2.2765512466430664,631,2.240281820297241,590,2.2619729042053223,561,2.3512654304504395
10,10,30,14,0,853.76,676,1.1109371185302734,547,2.225377082824707,534,2.2611582279205322,622,2.2867789268493652,584,2.218690872192383,584,2.3538060188293457
10,10,30,15,0,861.96,690,1.0964548587799072,558,2.2288930416107178,538,2.2600252628326416,627,2.261155605316162,596,2.213330030441284,596,2.3024721145629883
10,10,30,16,0,872.31,702,1.105933666229248,563,2.2863519191741943,538,2.233788251876831,640,2.259934425354004,592,2.2374794483184814,602,2.32916522026062
10,10,30,17,0,882.24,713,1.1030447483062744,570,2.2110183238983154,553,2.240950345993042,647,2.263507604598999,616,2.2698984146118164,575,2.298978805541992
10,10,30,18,0,892.83,724,1.0964112281799316,582,2.2568440437316895,561,2.2267191410064697,670,2.2724525928497314,628,2.2061612606048584,616,2.35974383354187
10,10,30,19,0,903.86,735,1.0969972610473633,593,2.2223258018493652,562,2.2714691162109375,680,2.280367374420166,640,2.2567107677459717,605,2.2996437549591064
10,10,30,1,1,798.39,624,1.1176977157592773,533,2.2870829105377197,534,2.2787466049194336,501,2.2712857723236084,532,2.262195110321045,561,2.3388001918792725
10,10,30,2,1,801.97,630,1.1130619049072266,534,2.245647668838501,539,2.2604315280914307,502,2.2588624954223633,513,2.2598395347595215,548,2.2934749126434326
10,10,30,3,1,803.93,632,1.1042237281799316,534,2.248140811920166,548,2.271606206893921,540,2.2672412395477295,530,2.2812869548797607,573,2.3114097118377686
