10	10
94	99	96	93	93	97	97	99	97	98
99	100	100	98	97	96	94	90	97	90
97	100	96	93	95	98	98	97	95	90
90	92	98	99	96	94	99	97	93	93
98	93	90	91	90	90	96	97	97	100
99	93	90	97	97	97	90	95	94	93
91	93	91	93	94	93	91	99	95	99
91	92	93	92	92	95	97	93	100	90
99	99	93	94	95	93	90	94	98	100
100	96	97	92	97	93	98	96	96	95
8	1	9	10	3	2	4	5	6	7
2	4	9	6	8	3	7	10	1	5
8	1	4	10	9	3	7	6	2	5
3	1	8	4	2	6	7	5	9	10
3	9	5	8	4	6	2	1	7	10
3	1	9	4	6	7	5	2	10	8
2	5	1	6	3	9	4	8	7	10
9	3	7	5	2	8	1	10	4	6
7	6	4	5	2	8	9	3	1	10
4	8	3	5	6	7	10	9	1	2
