20	20
100	98	99	93	98	98	90	95	93	100	99	99	100	95	97	96	90	94	97	98
100	91	100	96	92	92	91	93	100	95	98	91	100	98	97	98	91	90	95	94
91	95	94	97	96	90	90	99	92	94	95	98	98	97	95	91	91	91	95	95
97	100	94	93	90	90	90	90	92	92	97	90	95	90	91	94	91	92	92	94
100	98	90	100	96	90	94	91	95	91	98	98	97	90	90	99	91	97	98	97
94	100	90	90	94	93	90	98	92	97	92	91	93	92	94	91	92	92	97	93
94	91	96	97	99	91	90	90	95	98	94	98	98	93	94	99	100	92	95	94
97	99	100	91	99	90	97	94	100	98	100	98	94	91	94	90	95	96	97	90
97	98	91	95	93	100	96	99	91	93	97	94	99	90	98	94	97	100	98	95
96	97	100	93	95	91	98	99	92	99	98	99	94	95	90	98	97	91	92	95
92	100	100	97	96	97	99	91	95	97	95	99	97	92	96	94	98	100	94	99
93	98	95	96	100	93	98	94	92	97	97	92	92	90	97	100	95	90	100	93
100	93	95	95	94	100	97	92	92	96	96	93	96	97	97	90	98	99	94	100
95	94	100	95	90	93	95	94	92	95	91	97	99	96	90	91	97	90	93	97
99	93	100	95	96	91	95	93	96	98	95	96	97	90	92	91	96	92	92	95
100	97	91	94	97	100	99	93	91	100	92	93	91	95	94	95	100	92	94	91
93	92	91	100	94	95	98	93	91	92	96	95	97	91	93	100	99	93	95	90
97	92	96	100	90	91	90	94	96	95	96	100	94	99	97	90	94	92	100	98
99	98	92	98	100	98	100	94	98	90	94	97	100	99	95	99	96	94	96	93
90	96	93	91	94	91	95	91	98	99	93	90	91	94	98	95	94	93	95	90
13	17	5	9	16	20	6	12	14	1	3	15	10	19	2	7	18	4	8	11
12	6	13	1	16	11	3	5	14	2	8	10	4	19	7	18	17	15	9	20
17	2	16	10	11	8	7	18	3	6	14	20	13	1	4	12	15	19	9	5
17	11	13	4	8	18	19	1	9	16	12	2	3	7	10	5	15	14	20	6
17	15	6	3	13	4	8	19	10	5	11	2	20	1	12	9	16	14	18	7
15	12	5	20	10	11	8	14	19	3	6	2	16	17	18	9	4	1	13	7
20	16	11	17	7	8	15	6	18	4	9	1	14	10	3	5	13	2	12	19
14	20	13	6	1	18	10	19	8	2	12	17	16	3	15	7	5	4	11	9
15	16	4	12	6	13	8	19	18	11	5	9	2	17	14	3	20	7	10	1
5	15	20	19	11	2	14	18	17	1	12	9	10	4	16	6	3	8	7	13
19	10	20	7	18	5	15	8	16	9	4	13	17	12	6	14	2	1	11	3
1	5	16	8	17	2	12	13	20	6	18	11	19	4	9	7	15	10	3	14
10	9	17	5	11	3	6	1	7	18	14	15	2	8	16	4	20	19	12	13
9	10	1	8	3	4	15	18	16	13	12	7	17	6	20	11	2	19	14	5
11	18	6	20	17	15	4	8	2	9	19	10	16	1	7	3	5	12	14	13
20	5	13	9	11	3	12	14	2	10	4	19	1	8	6	18	7	17	16	15
19	13	14	9	18	12	3	5	8	1	6	7	20	11	17	15	2	16	10	4
9	1	11	8	20	2	7	10	15	16	6	12	19	18	17	4	5	3	14	13
1	17	8	4	20	12	2	6	9	5	3	16	11	18	13	10	14	19	7	15
16	5	11	19	1	13	6	3	2	17	8	18	14	7	20	10	15	12	9	4
