10	10
100	99	93	94	100	100	90	99	91	99
100	91	94	91	98	92	94	92	95	100
99	96	92	95	95	91	94	95	90	92
92	93	95	99	95	92	100	97	98	95
96	100	100	100	93	95	91	92	93	96
99	99	98	90	100	93	97	94	98	91
92	94	91	95	95	96	91	99	90	95
100	98	99	91	92	92	99	95	100	94
91	96	93	91	94	99	98	100	100	100
94	96	92	99	96	92	95	92	97	95
7	9	8	1	3	5	6	4	10	2
7	4	2	10	6	5	3	1	9	8
5	9	2	3	6	4	10	7	8	1
5	2	3	1	9	10	8	4	7	6
6	3	2	9	7	5	8	1	4	10
8	10	9	1	2	6	5	7	4	3
9	10	5	8	6	1	7	2	3	4
3	5	4	10	8	6	9	2	1	7
1	10	4	8	7	3	9	5	2	6
2	10	4	6	8	9	1	3	5	7
