10	10
95	98	99	95	90	90	91	97	96	99
92	94	95	92	94	100	92	94	97	97
99	91	97	90	96	99	99	97	96	99
91	90	91	98	98	93	100	99	98	97
93	96	95	91	99	93	94	98	91	100
94	90	93	99	92	90	94	99	92	97
97	100	99	98	96	99	93	97	97	94
95	99	93	96	98	90	92	100	97	97
99	97	93	100	90	98	97	97	91	91
93	90	98	96	94	95	96	92	95	97
4	3	1	2	8	6	10	7	5	9
7	9	8	4	2	5	10	6	1	3
4	6	3	9	7	8	2	10	1	5
4	10	1	7	6	9	8	5	3	2
5	4	6	8	2	1	10	9	7	3
5	10	4	9	3	2	8	6	7	1
5	3	4	9	7	2	10	6	8	1
3	2	9	8	1	6	7	4	10	5
9	4	1	2	5	7	6	8	3	10
4	8	3	5	7	1	6	10	2	9
