10	10
93	96	96	90	99	98	94	97	90	90
97	91	95	97	90	91	94	96	92	99
99	100	99	99	91	92	97	90	95	100
90	90	94	94	99	93	92	94	96	99
93	93	92	91	95	97	94	93	91	97
93	91	99	95	97	90	100	99	96	90
95	92	98	96	98	90	95	92	90	97
97	96	90	90	98	100	95	95	99	96
94	95	92	98	98	91	96	93	94	91
98	90	92	92	94	91	96	100	93	94
6	7	1	9	8	10	3	5	2	4
4	5	1	8	6	3	9	2	10	7
2	7	6	3	1	4	10	5	8	9
2	5	10	3	4	6	7	8	1	9
5	1	9	7	6	8	4	2	10	3
3	9	10	5	2	6	8	1	7	4
6	3	1	4	7	5	2	10	8	9
1	10	4	9	3	7	5	6	8	2
5	8	7	1	9	10	6	4	3	2
6	8	5	10	9	1	4	7	3	2
