20	20
95	98	99	95	90	90	91	97	96	99	92	94	95	92	94	100	92	94	97	97
99	91	97	90	96	99	99	97	96	99	91	90	91	98	98	93	100	99	98	97
93	96	95	91	99	93	94	98	91	100	94	90	93	99	92	90	94	99	92	97
97	100	99	98	96	99	93	97	97	94	95	99	93	96	98	90	92	100	97	97
99	97	93	100	90	98	97	97	91	91	93	90	98	96	94	95	96	92	95	97
98	94	94	97	97	94	99	90	92	90	100	97	91	97	99	98	100	94	90	91
99	98	92	93	91	92	97	92	100	96	90	99	92	96	96	92	97	97	90	96
95	91	100	94	96	90	96	95	91	92	91	95	94	100	90	97	98	99	95	97
90	99	93	99	91	94	94	96	98	98	99	92	97	95	95	94	95	98	95	98
91	91	98	97	90	100	93	94	92	90	93	95	91	92	94	93	90	96	90	97
92	100	98	93	90	98	94	92	99	90	93	98	91	100	94	93	93	100	96	97
93	95	93	92	94	94	90	93	93	98	93	95	96	97	95	91	97	90	100	100
92	98	92	91	94	90	94	91	97	93	91	96	96	99	100	96	99	96	90	90
92	99	96	90	96	97	90	93	99	90	93	100	94	97	95	93	98	98	90	96
97	99	95	94	99	100	95	92	95	96	96	98	100	97	97	97	92	96	90	95
92	91	100	98	95	99	94	99	91	92	90	100	94	97	90	96	92	94	93	96
97	96	93	90	96	94	97	96	92	100	99	100	95	99	99	99	98	96	94	92
100	99	94	90	90	93	100	94	99	93	99	91	92	95	94	90	98	92	93	99
99	94	94	98	92	91	96	93	98	99	97	90	95	92	92	100	100	100	98	95
100	90	95	99	98	100	96	96	90	94	97	93	90	91	96	100	90	96	91	96
2	14	20	13	17	9	4	11	12	1	18	8	16	10	15	3	7	6	19	5
4	7	15	5	18	14	19	10	6	12	11	2	16	8	1	13	3	17	20	9
2	19	20	8	12	3	14	7	17	5	16	10	13	4	6	1	9	11	18	15
2	12	9	19	7	8	4	15	10	17	6	20	16	11	5	14	18	1	13	3
6	19	17	18	20	1	10	9	7	12	11	15	3	4	13	8	5	2	14	16
3	14	5	1	20	12	15	18	11	13	4	2	10	16	8	17	6	19	9	7
2	16	12	4	18	19	10	17	9	14	3	20	11	5	13	7	8	15	6	1
3	14	2	5	10	6	17	11	12	16	7	1	15	9	4	20	19	8	18	13
2	9	17	15	6	11	20	5	1	8	18	16	12	19	10	4	3	7	14	13
20	9	19	13	18	10	5	1	15	8	14	11	17	7	3	4	16	2	6	12
13	19	10	4	14	3	7	6	9	12	18	20	11	16	15	5	8	2	17	1
6	17	14	4	3	20	7	11	8	9	16	1	15	13	5	10	18	12	2	19
16	4	7	18	5	17	9	2	12	11	10	19	3	20	1	15	14	13	8	6
10	5	8	6	17	18	9	11	1	15	14	16	4	3	12	13	20	19	2	7
7	20	8	3	11	14	19	2	16	5	4	15	6	9	10	18	1	17	13	12
6	16	10	5	17	19	14	11	20	13	3	15	12	8	4	18	7	2	9	1
6	4	17	8	12	20	11	2	16	7	13	3	14	19	9	5	10	15	18	1
15	4	14	9	5	1	17	3	11	13	19	18	16	10	20	8	12	6	7	2
5	16	19	8	9	11	3	2	14	7	18	20	10	6	12	13	15	4	17	1
11	15	19	4	9	10	18	3	7	13	5	6	12	14	17	20	2	16	1	8
