10	10
98	98	96	92	98	97	92	91	95	100
94	94	95	97	93	96	94	100	93	97
96	100	91	100	93	95	98	94	96	93
99	92	90	94	92	94	100	91	97	98
92	100	99	98	97	91	96	98	100	95
99	99	99	100	93	90	90	100	92	98
100	98	92	99	96	95	96	96	96	93
98	92	91	94	98	91	96	99	95	91
92	94	100	97	96	94	95	100	98	100
93	90	90	95	97	95	90	98	96	100
5	9	1	4	3	10	7	8	2	6
9	6	8	10	1	4	3	5	2	7
1	10	9	7	2	3	4	8	5	6
5	10	7	6	9	1	4	8	2	3
7	2	5	3	4	6	9	8	1	10
7	8	3	1	10	9	5	6	4	2
7	9	3	8	5	10	1	4	6	2
10	4	2	7	5	8	9	1	3	6
7	8	1	4	3	5	10	2	6	9
2	3	6	9	8	10	7	1	5	4
