10	10
100	98	99	93	98	98	90	95	93	100
99	99	100	95	97	96	90	94	97	98
100	91	100	96	92	92	91	93	100	95
98	91	100	98	97	98	91	90	95	94
91	95	94	97	96	90	90	99	92	94
95	98	98	97	95	91	91	91	95	95
97	100	94	93	90	90	90	90	92	92
97	90	95	90	91	94	91	92	92	94
100	98	90	100	96	90	94	91	95	91
98	98	97	90	90	99	91	97	98	97
2	3	4	8	6	7	10	9	1	5
5	6	7	1	9	4	2	10	8	3
1	10	6	9	7	2	5	4	8	3
2	3	7	5	9	8	6	4	10	1
6	10	1	8	9	7	3	2	5	4
8	3	7	4	5	6	1	9	2	10
3	6	4	1	2	8	7	5	10	9
4	3	9	6	2	10	1	5	8	7
3	1	8	10	9	5	6	4	2	7
7	2	4	6	10	1	3	8	5	9
