20	20
94	99	96	93	93	97	97	99	97	98	99	100	100	98	97	96	94	90	97	90
97	100	96	93	95	98	98	97	95	90	90	92	98	99	96	94	99	97	93	93
98	93	90	91	90	90	96	97	97	100	99	93	90	97	97	97	90	95	94	93
91	93	91	93	94	93	91	99	95	99	91	92	93	92	92	95	97	93	100	90
99	99	93	94	95	93	90	94	98	100	100	96	97	92	97	93	98	96	96	95
96	95	97	91	100	95	94	94	99	99	100	90	96	92	96	98	92	100	94	91
96	100	91	95	91	96	99	98	96	95	99	97	95	94	99	96	98	91	95	95
98	93	97	97	99	94	97	95	100	99	96	92	90	95	93	90	95	97	91	98
94	99	100	90	92	90	97	96	92	99	99	95	91	90	90	99	91	91	95	93
92	90	100	100	94	100	98	97	91	94	99	93	96	100	97	91	90	92	97	90
90	99	98	92	90	95	95	90	99	100	90	98	94	95	91	100	94	90	97	100
92	90	93	99	98	93	97	91	100	90	91	94	96	91	90	91	100	100	90	91
98	94	91	96	98	95	92	94	97	94	91	92	98	95	92	99	96	92	95	97
97	95	95	96	90	100	96	94	96	92	96	98	97	90	95	98	99	97	97	96
92	95	96	91	99	93	94	90	93	95	96	94	90	94	91	95	92	94	98	97
95	97	95	93	97	96	92	93	91	91	98	94	100	92	91	100	97	90	98	98
91	92	93	90	100	91	91	95	95	96	90	99	93	92	94	92	98	100	94	99
90	100	90	100	92	96	93	99	95	94	96	99	99	99	94	98	92	94	96	95
93	95	92	96	94	93	92	95	99	97	95	98	100	95	92	90	99	93	92	92
100	94	93	94	98	97	100	100	90	92	97	98	100	98	94	90	94	91	97	94
9	6	10	4	8	16	13	12	2	19	5	14	1	3	15	7	11	20	18	17
11	1	12	20	2	3	15	5	17	6	16	19	8	18	13	9	14	7	4	10
2	3	10	11	13	14	12	15	16	1	4	5	6	20	19	8	17	18	7	9
19	18	9	11	20	4	14	3	7	16	15	5	10	17	2	13	6	12	8	1
15	13	9	6	16	18	10	12	20	17	19	8	7	2	4	14	11	3	1	5
1	19	6	2	4	7	16	17	12	5	18	8	11	10	13	14	9	3	20	15
20	3	10	13	14	15	16	6	4	18	9	17	19	12	7	11	5	8	2	1
18	6	5	1	2	4	17	19	3	16	12	9	10	7	8	14	20	13	11	15
2	7	3	18	17	13	10	20	5	16	15	11	1	8	9	19	14	4	6	12
14	10	6	11	13	18	3	19	9	5	16	15	4	17	7	8	1	2	20	12
5	10	9	4	18	16	7	1	15	12	8	14	20	17	19	6	2	11	13	3
18	16	11	15	4	10	9	2	7	12	3	6	19	17	13	20	5	8	1	14
17	6	2	20	10	9	5	11	3	13	15	7	14	1	19	18	16	4	8	12
3	17	7	8	10	4	14	2	18	1	11	9	13	20	15	6	5	19	16	12
15	16	7	11	12	2	10	1	4	14	17	6	19	18	9	5	13	3	20	8
8	10	15	7	13	11	1	19	20	14	3	18	2	17	12	5	9	16	4	6
11	1	19	8	4	6	9	16	18	13	7	20	17	3	15	14	10	2	5	12
11	10	12	9	20	1	4	15	16	14	7	3	5	13	8	2	6	19	17	18
2	8	9	20	5	15	7	16	6	18	19	14	13	3	4	11	12	1	10	17
5	19	15	2	17	4	7	3	6	18	8	14	9	1	10	12	13	16	11	20
