num_job,num_machine,mean,std,seed,I_b,I_f,baseline,RANDOM_best,RANDOM_time,RUBI_best,RUBI_time,GT_best,GT_time
100,5,10,10,0,0.9595959595959596,0.9595959595959597,1402.97,1244,6.291785717010498,1199,13.119799137115479,1199,26.063910245895386
100,5,10,10,1,0.9595959595959597,0.9595959595959596,1399.68,1230,5.4911065101623535,1123,11.471031427383423,1090,25.396336793899536
100,5,10,10,2,0.9595959595959596,0.9595959595959596,1450.2,1323,6.466733455657959,1208,13.591428518295288,1208,29.24358367919922
100,5,10,10,3,0.9595959595959597,0.9595959595959596,1510.68,1326,6.967200040817261,1204,13.92392873764038,1204,27.687131643295288
100,5,10,10,4,0.9595959595959597,0.9595959595959596,1386.55,1214,5.952625751495361,1085,12.119146823883057,1085,29.53861927986145
100,5,10,10,5,0.9595959595959596,0.9595959595959596,1464.46,1275,6.111731290817261,1204,13.717453002929688,1204,29.6056125164032
100,5,10,10,6,0.9595959595959597,0.9595959595959596,1441.75,1282,6.571465730667114,1154,13.050150871276855,1154,26.8139328956604
100,5,10,10,7,0.9595959595959596,0.9595959595959596,1550.49,1367,6.080089569091797,1274,11.86493730545044,1248,28.97586441040039
100,5,10,10,8,0.9595959595959597,0.9595959595959596,1450.75,1315,6.820453643798828,1167,12.341327905654907,1105,27.533711194992065
100,5,10,10,9,0.9595959595959597,0.9595959595959596,1348.5,1222,6.109928369522095,1094,12.227645635604858,1094,26.866178274154663
100,5,10,10,10,0.9595959595959597,0.9595959595959597,1434.36,1269,6.259775400161743,1163,13.135928392410278,1163,28.560933351516724
100,5,10,10,11,0.9595959595959596,0.9595959595959596,1434.24,1282,5.996398687362671,1177,12.603340148925781,1177,27.815150260925293
100,5,10,10,12,0.9595959595959597,0.9595959595959596,1544.59,1369,6.210197448730469,1225,12.858306169509888,1225,28.797346830368042
100,5,10,10,13,0.9595959595959596,0.9595959595959596,1489.52,1317,6.198033571243286,1180,12.065815210342407,1180,26.779579877853394
100,5,10,10,14,0.9595959595959597,0.9595959595959596,1488.42,1335,5.945404052734375,1200,12.079102039337158,1200,26.6039879322052
100,5,10,10,15,0.9595959595959596,0.9595959595959597,1440.62,1302,5.862029552459717,1161,13.097136735916138,1161,27.20926570892334
100,5,10,10,16,0.9595959595959596,0.9595959595959596,1411.21,1243,6.282331466674805,1151,12.51929259300232,1151,27.67620849609375
100,5,10,10,17,0.9595959595959597,0.9595959595959596,1480.48,1323,6.277848958969116,1206,12.60957145690918,1155,27.647677898406982
100,5,10,10,18,0.9595959595959596,0.9595959595959596,1512.17,1293,6.210030794143677,1221,12.497911214828491,1221,26.026105880737305
100,5,10,10,19,0.9595959595959596,0.9595959595959596,1483.44,1321,6.270925283432007,1233,12.0474853515625,1233,24.30190658569336
