20	20
37	25	34	16	12	19	34	19	29	20	37	39	18	24	34	34	36	19	15	29
23	17	21	31	14	11	34	32	32	20	17	40	17	35	13	25	32	19	28	13
37	34	11	19	30	21	24	12	11	24	39	14	29	30	26	13	36	29	28	27
28	36	20	38	27	23	34	29	33	14	22	34	35	29	17	18	24	21	18	20
29	34	32	30	27	32	26	15	38	38	22	30	19	36	16	19	38	37	40	33
18	11	15	33	22	19	15	19	28	25	20	40	32	15	29	38	14	15	18	33
17	19	39	11	14	22	32	33	23	21	28	38	12	39	22	33	26	24	11	21
19	34	32	18	17	26	19	38	31	31	11	34	29	12	25	21	35	35	28	39
14	12	14	33	34	21	31	27	18	30	21	18	20	33	33	26	20	14	21	13
34	17	18	20	31	39	22	30	11	16	11	36	16	18	16	20	21	35	29	40
40	15	40	13	30	27	14	33	39	36	23	27	30	23	23	38	31	19	17	26
37	30	18	38	30	36	24	28	15	19	14	23	11	29	31	37	25	17	28	36
27	36	14	28	29	26	26	14	13	36	39	23	23	37	32	13	34	26	20	32
33	25	16	37	20	26	36	33	19	23	40	32	22	31	31	33	13	29	12	30
34	31	27	23	32	34	30	19	16	25	21	24	39	20	28	16	15	30	36	26
16	33	33	28	38	40	27	16	40	13	39	11	16	19	16	18	19	21	20	36
27	30	18	26	27	31	18	18	22	31	28	14	27	18	23	34	38	16	12	16
30	39	23	38	36	14	26	39	27	20	25	34	33	28	18	26	38	36	33	25
14	37	37	37	18	13	18	19	22	20	25	28	13	20	27	33	35	32	34	16
19	12	40	13	14	27	32	32	33	17	24	40	11	36	16	32	30	32	39	21
14	6	3	5	19	8	7	4	1	12	16	17	9	15	11	20	18	2	13	10
1	9	19	7	15	14	20	5	8	12	4	6	2	11	18	3	17	10	13	16
2	18	1	10	15	13	17	20	8	6	9	3	19	5	16	11	7	4	14	12
19	9	2	15	11	6	4	16	20	13	14	8	1	10	12	5	17	18	7	3
3	20	16	15	7	8	4	6	2	18	14	11	1	9	17	12	10	5	13	19
7	16	3	11	1	14	10	15	9	18	5	8	20	17	6	19	2	12	4	13
20	4	8	16	3	15	7	2	5	11	10	12	13	19	14	1	9	18	6	17
9	6	3	7	2	4	19	15	10	14	12	11	13	17	16	8	18	1	5	20
19	12	2	9	1	7	11	14	17	10	18	13	3	4	16	6	8	5	20	15
11	12	4	18	16	6	8	15	1	3	10	7	17	5	9	19	20	13	2	14
5	11	20	14	9	7	12	4	6	2	18	16	13	1	10	19	8	15	17	3
7	11	19	16	12	5	4	15	8	1	9	10	2	13	18	6	3	14	17	20
10	13	15	2	17	3	20	5	4	18	1	12	9	11	7	19	16	8	6	14
8	20	7	19	2	12	10	6	13	14	3	11	18	9	16	17	4	5	15	1
1	18	8	9	16	13	17	4	3	15	5	20	12	10	7	2	19	11	6	14
5	6	20	13	3	9	1	16	7	17	14	8	4	12	2	11	18	15	19	10
15	7	4	3	2	6	11	16	5	9	1	10	18	19	12	14	20	17	13	8
12	14	11	5	16	17	1	15	19	20	7	2	9	18	10	3	13	6	4	8
15	5	19	9	11	2	3	10	7	13	12	14	6	18	17	20	8	16	4	1
14	13	18	2	5	20	11	1	16	6	8	19	10	12	7	9	3	15	17	4
