30	30
14	31	28	20	16	37	19	30	19	27	24	32	39	28	30	21	38	23	24	20	40	26	40	13	38	29	25	17	40	35
20	30	15	32	32	18	38	21	20	37	13	17	20	16	40	25	28	22	26	39	38	22	33	31	24	32	19	39	39	26
21	11	18	24	13	17	18	15	38	35	36	39	17	38	15	16	22	13	29	17	33	33	18	37	25	20	17	11	20	13
18	20	13	17	21	30	38	27	20	27	27	25	33	36	34	31	34	20	31	35	13	34	13	35	17	39	16	13	30	14
22	22	25	39	19	34	36	25	18	26	30	37	19	27	40	34	39	22	26	39	14	11	20	27	38	21	12	24	13	17
18	30	19	13	20	24	33	23	39	32	28	14	40	40	23	11	27	39	35	17	18	35	12	11	35	26	20	25	24	32
39	21	13	40	13	23	13	18	18	18	33	40	21	27	39	14	29	26	31	28	16	17	30	30	27	39	15	33	19	15
33	36	19	32	38	23	27	13	14	21	16	37	40	21	14	25	36	17	37	23	21	36	37	39	29	23	33	38	28	28
20	30	26	39	11	13	35	11	28	32	37	23	30	13	18	23	32	12	12	17	19	36	23	35	11	32	15	19	28	33
11	17	28	31	16	18	24	12	28	25	31	12	29	30	17	26	30	25	23	22	38	30	34	31	21	21	27	31	34	27
17	22	20	34	19	28	23	17	33	37	39	29	24	12	16	22	24	15	31	37	24	32	20	21	32	23	37	22	28	17
31	18	29	28	39	29	27	40	30	12	15	40	38	13	20	40	14	24	39	13	15	40	11	35	21	31	38	15	14	28
20	35	12	36	16	17	21	22	22	25	13	37	39	12	17	13	39	28	23	30	11	33	29	17	15	36	32	15	24	34
19	14	37	11	12	20	30	16	14	13	40	32	38	20	19	14	16	33	19	20	15	25	18	12	40	28	39	24	36	39
21	18	24	30	30	19	30	19	25	13	17	39	16	21	33	18	36	33	33	20	38	30	19	40	28	13	37	13	38	22
18	29	12	35	26	34	15	34	20	18	25	13	12	17	13	30	40	24	17	34	18	16	39	15	31	28	24	32	14	30
16	14	27	24	33	31	12	32	12	25	13	25	35	30	12	32	34	19	29	28	34	20	18	14	39	23	17	13	40	26
31	22	22	36	16	35	16	32	33	14	38	13	40	27	18	14	21	21	22	21	28	25	38	18	21	32	16	23	31	39
12	37	27	12	28	22	28	21	19	16	14	15	29	15	15	11	35	17	13	40	25	30	38	34	37	31	17	26	34	23
36	38	12	12	31	24	12	23	20	15	38	26	17	19	30	17	12	14	22	12	34	32	12	12	38	20	15	17	22	21
26	35	29	40	20	11	18	34	24	33	19	30	39	27	29	24	15	25	37	12	21	29	14	22	34	29	13	33	12	14
