30	30
16	22	23	19	20	22	16	26	11	27	12	23	18	24	39	17	36	29	31	16	29	31	22	39	21	39	40	25	29	15
34	34	20	28	34	11	33	24	20	20	18	40	33	36	12	11	39	28	19	35	24	30	26	21	36	19	18	14	17	32
28	36	14	15	35	28	22	23	37	31	27	24	30	20	29	26	11	15	36	26	13	34	18	37	36	19	33	20	14	18
34	40	15	38	16	36	30	17	19	11	13	21	34	26	26	34	36	18	30	39	21	25	11	35	34	34	12	28	24	14
11	35	40	24	17	31	32	17	13	23	38	32	22	18	24	19	22	23	22	31	15	18	18	24	15	36	27	39	29	11
24	21	34	39	28	18	36	35	21	39	31	11	23	12	39	20	35	29	30	12	13	23	39	18	13	21	33	11	20	29
33	17	13	18	18	27	33	26	16	28	21	31	33	27	33	16	24	28	29	12	32	31	21	11	34	40	35	36	32	18
11	36	30	36	28	25	24	31	31	22	17	24	35	38	26	35	38	20	13	18	32	16	15	16	35	32	19	24	38	28
28	26	24	19	25	24	34	27	39	21	24	14	31	13	25	25	11	40	22	14	32	40	12	13	31	30	27	33	11	40
39	34	29	39	21	19	24	14	11	19	31	24	29	26	20	11	23	30	35	28	21	31	23	26	38	25	30	30	38	37
22	33	18	14	32	26	25	39	30	13	15	15	11	30	14	35	30	16	17	26	18	16	26	28	34	11	21	21	13	35
13	28	15	11	39	31	25	28	18	14	28	39	33	17	20	21	24	17	36	17	27	27	29	23	20	33	11	33	34	27
30	20	27	39	30	26	21	38	15	34	25	32	25	39	14	35	35	27	25	33	26	18	39	25	24	26	36	32	31	36
37	32	29	25	40	23	16	33	38	33	23	23	35	38	37	23	18	34	18	40	22	23	29	17	38	27	40	16	13	12
22	37	35	16	20	31	36	38	22	12	29	11	37	31	18	11	33	13	31	14	17	23	18	17	30	26	27	40	17	24
15	34	33	13	37	39	36	21	32	20	20	36	35	24	33	40	31	23	29	21	22	20	15	27	27	30	21	31	36	14
20	28	13	32	40	15	24	25	27	38	19	39	13	14	24	20	36	15	15	19	29	12	17	30	25	19	36	18	27	16
13	13	39	25	22	37	21	37	19	32	37	27	39	16	20	24	19	21	22	33	17	11	25	15	34	22	14	38	11	25
38	28	17	37	11	33	12	17	15	29	38	39	16	31	17	29	36	29	25	18	32	27	18	40	22	40	38	37	25	19
19	19	27	34	13	39	11	18	23	28	37	12	21	39	20	22	16	28	16	36	21	33	31	36	35	25	34	37	32	28
21	19	27	32	30	23	36	24	27	15	35	33	38	29	15	14	37	23	13	23	11	11	40	26	15	37	21	23	29	38
16	27	11	39	22	23	22	14	23	35	26	32	30	24	12	15	18	39	14	13	13	21	25	29	17	17	37	27	37	28
16	37	17	38	32	19	19	16	16	18	25	16	20	25	12	38	30	24	22	25	20	14	14	14	33	12	14	27	39	16
11	16	40	29	25	18	17	39	31	21	11	25	38	40	29	15	40	35	18	39	33	40	34	18	37	38	39	21	23	28
18	38	18	39	30	35	30	11	23	17	30	11	33	16	38	20	33	23	31	24	33	17	29	40	40	29	31	37	28	13
30	36	40	24	22	30	33	26	18	27	39	30	38	40	22	30	26	17	35	37	33	22	16	12	40	26	30	13	33	24
30	21	33	24	18	29	19	23	27	28	22	35	17	11	27	12	29	34	18	31	25	15	37	11	12	27	35	32	33	13
32	15	14	27	33	29	12	22	22	36	31	23	15	24	11	36	19	18	18	33	12	37	18	13	15	16	40	33	18	29
