30	30
26	15	36	33	14	30	34	18	39	36	25	34	19	36	25	21	37	19	18	17	15	27	18	23	11	22	34	37	17	30
39	23	16	35	35	34	32	27	38	40	11	13	35	20	25	17	15	25	20	34	14	14	19	30	27	12	11	27	33	40
23	39	39	18	34	21	20	14	11	40	18	34	39	34	11	32	15	14	12	14	38	38	12	30	38	15	30	12	38	36
16	20	40	28	13	30	29	29	32	34	14	22	37	26	27	23	40	22	20	20	23	14	25	25	39	31	32	39	26	38
14	27	15	22	19	37	37	33	22	26	34	24	29	18	14	40	23	23	26	40	19	33	17	32	17	32	23	38	18	28
21	26	16	15	31	20	20	40	37	11	39	33	13	23	17	19	13	38	21	25	31	28	40	17	21	28	16	26	28	33
23	20	19	39	33	26	16	20	34	32	15	38	23	20	22	17	35	12	32	32	22	39	35	30	34	34	36	23	23	24
15	18	32	37	20	17	26	22	38	29	39	27	16	14	24	11	32	34	12	24	19	31	38	25	24	20	21	11	13	27
34	17	29	20	20	24	32	22	12	25	27	27	36	28	25	12	32	30	29	11	24	37	21	31	37	38	39	19	34	12
15	36	23	30	33	21	39	18	28	26	11	29	18	23	27	11	23	20	25	35	13	27	22	16	32	27	20	22	21	11
19	15	16	39	22	40	28	40	25	21	31	27	18	39	26	37	29	27	25	26	24	30	20	24	35	14	18	28	21	11
12	22	38	15	17	40	38	28	40	25	23	22	23	27	28	37	37	11	39	22	12	19	31	12	26	33	35	32	13	23
15	23	34	31	22	28	29	35	32	29	36	33	29	16	18	34	16	16	17	40	27	21	33	25	15	25	17	24	13	23
33	35	40	38	38	34	27	25	39	16	19	40	20	23	34	18	25	17	13	16	33	28	25	20	14	26	31	11	14	32
17	31	11	31	12	32	13	22	26	22	15	19	24	22	40	18	32	18	32	30	18	33	24	29	14	28	12	19	31	26
21	29	38	38	28	37	18	11	19	24	35	23	28	13	14	39	11	37	28	22	12	16	16	33	27	20	38	30	22	29
31	13	26	19	37	31	36	27	21	11	37	24	13	33	39	14	20	39	32	26	31	24	17	20	20	20	15	19	23	13
15	33	16	38	26	14	16	29	33	25	25	15	30	29	23	16	36	25	34	16	35	22	37	32	13	27	20	30	13	29
21	15	14	15	19	18	21	37	27	13	18	35	21	19	40	15	11	31	28	34	31	39	40	36	27	28	27	21	33	29
11	13	31	26	31	28	21	11	11	13	14	34	33	39	20	14	32	17	24	35	39	33	34	39	30	22	35	22	32	33
39	15	13	40	18	20	33	21	37	19	17	37	28	27	18	33	35	32	15	25	14	27	34	25	39	23	15	27	19	37
32	38	11	39	18	22	37	16	23	12	32	36	31	28	36	33	37	32	17	22	35	16	36	15	40	33	11	33	13	21
24	14	12	17	18	27	27	15	34	11	29	20	17	28	13	25	25	13	19	24	39	20	37	18	29	31	34	34	39	39
38	36	26	24	12	11	12	35	18	37	15	21	26	33	22	12	31	19	34	25	30	40	38	14	25	33	31	36	32	40
