100	100
14	31	28	20	16	37	19	30	19	27	24	32	39	28	30	21	38	23	24	20	40	26	40	13	38	29	25	17	40	35	20	30	15	32	32	18	38	21	20	37	13	17	20	16	40	25	28	22	26	39	38	22	33	31	24	32	19	39	39	26	21	11	18	24	13	17	18	15	38	35	36	39	17	38	15	16	22	13	29	17	33	33	18	37	25	20	17	11	20	13	18	20	13	17	21	30	38	27	20	27
27	25	33	36	34	31	34	20	31	35	13	34	13	35	17	39	16	13	30	14	22	22	25	39	19	34	36	25	18	26	30	37	19	27	40	34	39	22	26	39	14	11	20	27	38	21	12	24	13	17	18	30	19	13	20	24	33	23	39	32	28	14	40	40	23	11	27	39	35	17	18	35	12	11	35	26	20	25	24	32	39	21	13	40	13	23	13	18	18	18	33	40	21	27	39	14	29	26	31	28
16	17	30	30	27	39	15	33	19	15	33	36	19	32	38	23	27	13	14	21	16	37	40	21	14	25	36	17	37	23	21	36	37	39	29	23	33	38	28	28	20	30	26	39	11	13	35	11	28	32	37	23	30	13	18	23	32	12	12	17	19	36	23	35	11	32	15	19	28	33	11	17	28	31	16	18	24	12	28	25	31	12	29	30	17	26	30	25	23	22	38	30	34	31	21	21	27	31	34	27
17	22	20	34	19	28	23	17	33	37	39	29	24	12	16	22	24	15	31	37	24	32	20	21	32	23	37	22	28	17	31	18	29	28	39	29	27	40	30	12	15	40	38	13	20	40	14	24	39	13	15	40	11	35	21	31	38	15	14	28	20	35	12	36	16	17	21	22	22	25	13	37	39	12	17	13	39	28	23	30	11	33	29	17	15	36	32	15	24	34	19	14	37	11	12	20	30	16	14	13
40	32	38	20	19	14	16	33	19	20	15	25	18	12	40	28	39	24	36	39	21	18	24	30	30	19	30	19	25	13	17	39	16	21	33	18	36	33	33	20	38	30	19	40	28	13	37	13	38	22	18	29	12	35	26	34	15	34	20	18	25	13	12	17	13	30	40	24	17	34	18	16	39	15	31	28	24	32	14	30	16	14	27	24	33	31	12	32	12	25	13	25	35	30	12	32	34	19	29	28
34	20	18	14	39	23	17	13	40	26	31	22	22	36	16	35	16	32	33	14	38	13	40	27	18	14	21	21	22	21	28	25	38	18	21	32	16	23	31	39	12	37	27	12	28	22	28	21	19	16	14	15	29	15	15	11	35	17	13	40	25	30	38	34	37	31	17	26	34	23	36	38	12	12	31	24	12	23	20	15	38	26	17	19	30	17	12	14	22	12	34	32	12	12	38	20	15	17	22	21
26	35	29	40	20	11	18	34	24	33	19	30	39	27	29	24	15	25	37	12	21	29	14	22	34	29	13	33	12	14	18	38	25	37	28	15	33	32	22	22	15	17	38	32	24	17	18	11	18	25	13	23	17	23	34	30	28	29	14	15	28	39	12	36	16	38	30	16	24	17	15	12	23	11	36	37	33	26	19	29	14	37	33	31	33	12	13	38	11	11	12	28	29	33	19	36	24	36	35	31
17	37	13	19	33	20	37	14	24	32	23	38	17	38	12	29	20	32	17	21	13	23	16	14	27	34	30	27	30	18	39	14	22	24	37	11	35	40	29	32	25	27	32	22	21	27	38	26	15	27	25	31	25	27	28	40	14	11	28	19	18	23	26	14	23	28	33	15	27	38	20	30	38	20	21	31	28	37	13	30	21	16	37	18	33	22	11	31	31	37	11	30	12	30	31	20	17	32	35	27
39	29	12	31	11	20	28	26	20	15	11	22	34	21	30	12	12	28	34	25	18	12	36	36	39	33	32	11	26	33	35	32	29	14	15	23	20	38	18	17	26	34	20	29	11	16	36	30	16	31	13	34	17	32	37	38	29	16	16	36	16	24	27	12	17	23	19	22	19	35	33	24	13	26	18	34	28	29	38	33	39	37	33	37	40	33	11	20	12	22	32	29	33	16	26	21	35	38	32	34
29	17	31	34	17	35	13	33	24	15	32	11	14	14	32	21	28	26	17	36	12	28	39	21	25	32	30	13	28	24	18	21	27	32	18	18	11	36	16	38	40	40	40	15	27	14	21	34	23	17	33	33	20	11	34	36	39	22	40	17	39	11	26	33	22	34	34	11	29	30	21	15	25	18	11	40	36	27	29	30	25	32	19	13	27	24	11	23	19	30	18	37	14	22	13	11	40	16	36	26
33	14	21	14	16	36	11	29	22	36	21	20	36	12	30	23	18	29	13	27	20	22	29	15	36	26	15	19	40	20	25	17	29	31	22	38	24	26	19	36	13	36	34	15	25	19	17	24	11	39	24	18	13	17	30	21	15	37	37	15	24	40	40	33	12	20	32	22	24	11	30	33	38	33	36	34	35	24	12	37	28	34	39	27	19	30	13	40	18	27	38	22	32	24	28	16	23	14	35	33
34	29	30	40	21	26	40	13	16	25	26	33	14	28	31	27	30	38	27	27	11	22	11	26	22	37	23	30	28	22	36	34	36	17	31	37	30	33	13	21	38	23	13	25	38	20	33	23	28	13	13	21	24	29	33	27	33	33	33	26	39	31	28	20	35	35	27	12	16	39	35	21	21	19	37	38	12	26	31	39	27	40	20	16	33	29	14	25	38	28	14	35	28	31	40	26	36	37	24	22
30	31	17	21	40	35	39	14	28	26	22	35	24	11	39	14	19	28	15	15	11	29	32	37	39	19	29	35	39	29	33	14	29	25	21	24	13	37	25	32	15	12	15	22	34	39	29	22	21	37	30	29	26	26	31	11	31	25	11	33	16	26	35	39	26	21	34	31	25	30	27	13	25	39	11	24	21	33	17	31	29	17	21	19	25	27	40	20	26	18	34	23	23	19	34	28	31	40	31	30
35	28	29	11	28	40	25	39	37	15	22	31	34	22	25	12	17	38	40	29	17	29	38	12	36	16	38	24	25	29	32	35	17	17	18	15	14	20	14	39	30	40	25	31	12	15	39	37	21	32	21	27	38	14	15	17	36	30	26	38	18	29	18	32	25	17	17	13	28	25	32	40	16	40	12	29	38	37	39	14	30	12	11	25	15	15	29	27	11	22	22	28	21	20	37	27	21	23	31	18
