100	100
37	25	34	16	12	19	34	19	29	20	37	39	18	24	34	34	36	19	15	29	23	17	21	31	14	11	34	32	32	20	17	40	17	35	13	25	32	19	28	13	37	34	11	19	30	21	24	12	11	24	39	14	29	30	26	13	36	29	28	27	28	36	20	38	27	23	34	29	33	14	22	34	35	29	17	18	24	21	18	20	29	34	32	30	27	32	26	15	38	38	22	30	19	36	16	19	38	37	40	33
18	11	15	33	22	19	15	19	28	25	20	40	32	15	29	38	14	15	18	33	17	19	39	11	14	22	32	33	23	21	28	38	12	39	22	33	26	24	11	21	19	34	32	18	17	26	19	38	31	31	11	34	29	12	25	21	35	35	28	39	14	12	14	33	34	21	31	27	18	30	21	18	20	33	33	26	20	14	21	13	34	17	18	20	31	39	22	30	11	16	11	36	16	18	16	20	21	35	29	40
40	15	40	13	30	27	14	33	39	36	23	27	30	23	23	38	31	19	17	26	37	30	18	38	30	36	24	28	15	19	14	23	11	29	31	37	25	17	28	36	27	36	14	28	29	26	26	14	13	36	39	23	23	37	32	13	34	26	20	32	33	25	16	37	20	26	36	33	19	23	40	32	22	31	31	33	13	29	12	30	34	31	27	23	32	34	30	19	16	25	21	24	39	20	28	16	15	30	36	26
16	33	33	28	38	40	27	16	40	13	39	11	16	19	16	18	19	21	20	36	27	30	18	26	27	31	18	18	22	31	28	14	27	18	23	34	38	16	12	16	30	39	23	38	36	14	26	39	27	20	25	34	33	28	18	26	38	36	33	25	14	37	37	37	18	13	18	19	22	20	25	28	13	20	27	33	35	32	34	16	19	12	40	13	14	27	32	32	33	17	24	40	11	36	16	32	30	32	39	21
20	23	12	39	12	20	21	37	19	39	28	26	20	12	11	22	33	38	27	27	29	35	26	23	20	27	29	20	21	12	16	23	24	30	16	34	23	21	14	22	33	36	32	22	35	24	14	17	21	21	31	15	13	19	37	16	18	37	17	23	13	19	31	13	17	28	27	31	38	36	11	40	18	36	27	29	39	30	24	27	11	38	12	24	38	34	35	29	23	35	30	33	40	15	20	38	20	35	25	27
24	21	19	31	12	32	22	32	14	26	28	29	23	40	36	14	22	12	30	16	12	39	34	31	39	34	35	16	24	12	35	39	33	25	40	27	16	30	28	19	11	24	32	39	22	20	20	15	20	17	32	37	15	20	19	30	34	38	15	11	11	18	34	25	27	39	24	39	21	37	25	11	39	11	23	38	32	34	17	24	18	17	20	16	13	24	25	25	39	35	15	18	16	32	30	29	24	25	13	15
20	21	34	22	23	39	24	11	26	24	28	24	12	36	23	30	37	29	24	12	19	15	15	17	36	29	26	27	19	35	40	25	12	32	40	33	13	31	27	25	38	18	34	36	26	11	39	34	23	25	36	28	20	32	38	22	14	38	11	29	30	30	27	24	39	13	16	24	25	23	12	26	20	19	27	34	28	22	15	35	39	13	34	34	40	24	38	16	18	26	32	17	21	35	22	27	18	14	31	11
25	21	21	24	26	27	28	11	38	25	15	14	30	14	35	15	26	26	37	29	19	31	16	15	21	16	20	22	28	24	16	21	39	35	16	28	33	20	22	20	31	33	29	30	18	40	34	33	24	36	17	21	40	20	37	29	25	36	25	21	12	22	26	14	18	25	23	18	28	33	26	27	26	11	21	24	21	18	35	38	31	23	27	18	40	22	23	18	36	11	19	31	18	27	24	36	17	37	33	35
18	31	14	16	23	29	36	32	25	19	28	17	38	18	39	14	18	35	22	37	11	27	38	11	14	26	18	27	18	11	32	26	27	38	27	32	17	16	26	29	12	11	33	31	14	27	33	33	29	25	34	36	13	35	33	38	20	29	40	38	34	16	35	35	19	22	32	18	33	15	12	18	15	16	20	18	14	16	39	30	18	17	19	40	29	11	40	25	19	23	32	21	37	32	24	26	12	35	18	32
24	11	30	27	20	40	39	17	20	33	24	37	26	17	29	19	39	18	19	23	20	39	27	14	19	37	28	18	21	37	35	29	36	34	27	37	27	22	16	34	13	12	34	40	27	21	32	26	36	11	22	24	25	18	39	36	32	11	26	29	33	22	12	19	19	31	28	28	13	31	30	37	18	28	13	15	38	16	15	22	40	31	36	16	35	12	23	12	26	15	19	24	25	24	12	40	25	20	31	26
