100	100
21	20	14	31	21	24	26	21	27	36	12	22	24	36	37	26	12	23	25	15	12	19	13	23	31	38	13	16	40	37	26	36	33	29	22	16	16	28	15	16	27	13	13	30	32	39	39	22	36	16	29	37	25	34	19	16	17	21	37	21	14	32	22	12	29	14	33	20	38	20	35	27	21	14	18	15	22	35	12	23	29	15	12	26	16	26	40	32	38	17	12	20	39	27	16	21	19	24	20	12
29	13	36	32	23	21	15	40	28	25	38	33	14	12	15	20	35	39	25	21	37	37	31	17	29	26	36	17	39	29	16	26	13	38	39	23	34	25	25	39	25	32	23	23	12	23	28	38	18	32	15	29	35	19	24	18	35	27	21	23	24	23	35	26	36	29	40	11	23	25	25	34	33	27	18	38	16	22	12	35	16	20	38	37	33	30	18	18	22	16	14	19	26	18	14	21	16	36	14	35
11	34	39	34	24	27	14	16	14	24	13	23	14	25	31	40	40	36	11	19	17	14	29	12	33	19	35	20	11	18	33	27	28	19	16	25	36	23	35	24	16	20	39	12	23	12	29	36	36	16	38	33	31	21	27	15	13	33	13	23	28	26	25	39	37	20	29	11	38	13	13	37	32	11	18	23	22	33	17	21	27	20	32	40	15	37	35	13	38	31	13	14	22	20	15	25	27	16	37	18
33	12	12	34	12	17	37	35	12	16	20	39	24	40	13	29	22	31	21	37	19	18	12	32	14	31	17	15	32	17	19	32	20	40	34	38	11	14	31	33	39	13	18	26	33	11	16	25	25	40	35	40	39	19	21	37	35	17	12	25	16	21	22	21	22	23	29	12	18	29	18	11	16	40	16	19	24	21	14	15	18	20	13	37	21	33	28	29	30	30	29	24	26	12	11	16	15	23	14	31
27	31	33	28	19	29	31	30	38	16	37	31	39	16	26	16	17	38	26	34	21	34	30	14	13	13	36	31	16	28	32	33	34	14	28	23	37	18	31	30	29	18	37	36	38	31	26	20	37	36	27	36	15	11	21	27	31	23	15	30	31	20	22	37	22	15	33	39	18	27	21	39	25	16	34	32	13	12	28	28	39	25	33	18	26	17	31	30	38	22	12	27	40	36	25	37	17	34	15	22
27	36	17	13	14	28	38	25	13	26	11	18	28	36	17	35	39	14	37	28	37	30	29	17	22	29	31	19	15	19	40	27	12	21	31	39	26	27	12	20	37	32	40	20	13	16	22	19	31	33	34	37	20	40	21	25	40	24	20	39	40	21	12	31	40	32	22	12	14	25	23	38	11	37	12	22	38	23	13	19	24	24	22	11	27	23	33	37	29	26	16	20	37	32	39	16	31	28	32	26
26	20	14	22	27	11	32	37	37	13	21	34	23	35	35	12	16	39	24	16	37	12	39	29	32	11	32	18	36	23	25	40	27	36	32	14	20	14	31	28	14	39	23	12	37	34	11	38	29	18	29	23	17	29	20	19	22	38	30	18	26	28	25	19	20	36	34	40	40	22	39	12	25	25	32	17	14	32	12	20	28	14	21	33	30	15	15	21	32	17	27	20	37	28	15	15	36	36	13	40
29	27	28	17	24	13	27	11	11	37	15	20	16	40	14	13	38	32	30	18	34	40	38	31	23	29	28	24	13	39	19	37	39	17	29	35	23	34	33	23	15	28	34	22	40	17	16	33	11	38	31	36	28	23	36	39	11	16	21	32	11	15	35	18	27	34	13	36	24	26	25	16	12	31	40	14	14	16	14	29	14	21	33	29	39	11	21	31	32	15	14	12	16	15	34	18	37	40	21	26
35	30	20	18	37	33	30	32	16	31	37	27	13	23	32	37	26	37	16	39	11	28	36	23	19	24	24	28	35	13	30	24	32	20	30	20	21	34	34	34	11	17	20	18	36	29	13	16	17	35	19	36	21	20	31	32	19	33	28	30	29	36	40	30	26	38	28	33	12	28	21	11	19	18	39	39	16	17	34	23	21	12	36	17	39	40	24	27	26	15	35	34	32	11	13	23	22	36	17	27
17	25	24	26	11	17	17	29	20	14	13	31	15	30	37	14	24	38	14	40	35	34	31	30	26	12	34	19	28	11	18	16	27	21	32	35	19	28	22	19	29	29	18	13	12	36	32	18	13	26	36	37	14	39	19	30	38	34	36	18	36	16	18	13	12	19	21	17	37	21	11	20	39	24	17	32	23	19	18	33	30	18	27	18	40	21	20	30	26	36	19	30	37	29	26	24	24	40	20	34
35	25	30	18	40	34	14	24	11	38	34	15	28	23	31	32	39	19	14	23	39	20	21	24	30	28	26	29	18	32	31	30	39	36	23	14	26	36	29	26	14	31	32	28	20	25	21	32	27	25	26	36	34	26	40	24	38	20	11	24	36	24	35	20	14	23	22	32	35	19	25	15	15	11	16	25	29	19	35	30	13	16	30	11	16	21	29	15	27	22	40	18	22	17	31	28	19	34	24	24
21	34	36	32	20	25	36	24	18	21	38	24	36	16	32	38	38	18	11	25	38	24	39	35	12	19	25	19	13	23	24	22	26	37	15	11	23	15	19	39	34	24	13	32	36	22	29	38	14	21	32	28	38	31	32	25	23	11	29	18	34	35	23	26	11	36	35	24	29	31	21	25	13	36	16	37	17	20	35	40	30	34	23	11	40	27	38	34	11	38	13	32	32	39	38	13	34	19	34	32
23	23	30	23	36	24	17	16	31	13	27	23	25	37	13	17	21	25	14	29	17	11	37	36	16	33	17	37	36	22	19	40	33	15	15	27	12	15	14	35	30	21	18	13	29	17	36	21	20	21	29	40	15	26	26	17	39	15	14	18	39	34	34	39	21	21	33	19	27	12	26	26	24	39	35	21	18	19	12	17	40	26	33	24	21	12	22	22	24	28	32	15	27	31	24	21	15	31	16	24
11	22	37	17	17	22	24	39	27	37	26	26	24	27	37	17	26	26	17	22	22	36	25	22	29	34	26	21	16	36	17	23	16	21	38	25	19	13	20	28	26	39	17	18	15	28	38	33	23	15	22	36	11	24	29	19	24	16	24	25	35	38	14	17	17	38	27	21	29	37	32	13	31	17	30	17	40	20	38	14	22	35	27	14	36	26	26	32	19	19	24	34	32	19	20	12	11	24	24	12
19	36	18	11	37	25	22	39	17	20	12	29	15	35	37	12	39	29	22	28	30	15	19	26	28	39	40	33	19	25	22	27	21	18	30	35	13	40	16	24	39	20	23	35	23	17	33	13	20	37	40	30	25	23	39	23	33	39	32	35	19	15	24	32	17	22	19	22	33	12	11	31	27	19	26	25	30	14	29	36	29	24	38	15	25	31	11	37	37	38	31	39	18	21	37	40	26	16	14	38
