20	20
19	26	24	19	33	22	29	22	19	18	13	28	22	32	26	37	31	39	31	16
18	14	17	15	21	22	30	18	17	21	12	37	39	14	16	35	15	25	17	30
36	13	27	31	25	23	29	15	37	26	28	18	25	19	29	24	37	26	20	24
19	34	28	33	35	37	32	20	36	20	25	39	37	30	11	22	11	37	29	19
23	21	19	13	39	20	33	16	17	33	17	30	35	29	12	15	19	28	40	17
36	40	16	12	29	31	37	34	33	22	31	16	21	19	37	14	38	11	27	32
34	38	32	22	40	27	19	17	21	16	38	28	26	24	37	18	22	26	31	30
33	38	28	15	37	38	11	19	37	32	39	15	22	25	29	20	18	28	36	29
12	26	38	25	11	18	28	19	23	25	38	20	22	25	25	11	34	27	32	22
37	13	32	21	28	30	40	39	30	12	19	22	33	35	26	22	12	22	16	38
18	27	20	39	26	37	28	16	36	13	27	21	27	15	33	30	28	24	19	16
20	32	15	29	18	19	18	30	38	37	15	19	17	30	35	19	39	25	32	28
30	30	38	14	26	13	33	16	16	29	16	40	23	39	17	28	23	16	27	16
31	35	37	30	18	16	36	40	15	26	32	29	33	40	25	11	16	34	12	17
18	11	28	29	40	26	24	39	31	37	27	17	17	35	40	17	22	36	32	28
32	20	15	20	19	30	15	33	39	13	37	23	38	26	26	31	18	32	12	30
24	39	34	15	32	28	29	39	38	30	21	17	21	37	24	12	13	38	36	17
11	32	23	30	32	29	37	19	22	20	37	34	38	37	30	39	27	15	26	23
33	40	13	34	20	30	12	28	36	20	38	11	19	27	21	19	16	14	32	19
25	14	25	26	33	28	23	17	12	13	28	40	13	33	33	38	12	14	24	37
2	7	8	9	19	5	1	6	10	18	12	11	15	4	3	17	20	14	16	13
9	6	14	8	10	17	5	11	1	12	7	4	13	20	16	15	3	2	19	18
19	17	13	4	14	1	15	6	8	12	3	7	5	2	11	16	9	18	10	20
15	9	20	13	6	19	2	10	14	8	18	4	5	17	11	7	1	12	3	16
16	7	10	3	15	14	2	5	11	12	18	6	19	4	1	13	9	8	20	17
15	12	20	17	9	18	16	19	2	14	1	5	13	7	4	11	10	6	8	3
4	19	8	20	2	14	5	16	17	11	18	12	13	7	15	3	9	10	1	6
6	15	8	20	2	7	11	17	14	1	13	9	5	19	18	4	16	12	10	3
9	13	11	3	15	2	5	17	4	20	18	16	6	14	12	8	19	7	1	10
4	14	1	18	9	19	3	2	20	12	17	6	7	16	8	5	10	15	13	11
12	15	14	5	6	8	1	19	16	18	13	4	20	17	7	11	2	3	9	10
14	9	2	12	13	19	3	5	20	8	18	10	15	4	17	11	16	1	6	7
1	11	14	8	16	4	10	5	15	9	20	13	6	18	19	3	17	7	2	12
18	5	19	14	16	11	15	17	3	2	7	9	8	10	20	4	1	13	12	6
14	16	1	6	8	4	20	11	3	5	12	7	18	10	19	15	9	17	2	13
8	5	13	11	7	12	14	19	9	2	20	10	4	1	16	18	6	3	15	17
17	8	13	6	2	16	3	11	20	9	1	12	18	10	14	15	7	4	5	19
6	4	14	17	10	1	18	11	15	3	20	12	2	5	8	16	19	7	9	13
19	7	6	13	18	3	10	2	1	5	9	11	15	16	17	14	12	4	20	8
20	10	8	6	7	18	16	3	14	4	12	17	9	15	1	13	2	11	19	5
