30	30
14	25	26	40	17	33	27	20	19	15	18	38	27	27	18	23	26	28	32	18	27	38	23	24	22	12	26	31	33	40
29	36	20	21	20	20	12	29	18	27	25	16	37	11	27	15	25	15	20	30	38	13	15	17	20	30	30	29	28	32
18	15	23	24	22	22	14	39	12	34	14	38	25	38	40	12	36	32	18	27	25	37	20	17	26	27	16	13	24	38
35	24	33	22	19	11	23	23	16	25	26	29	11	18	18	33	38	27	11	19	37	23	16	22	16	20	33	31	16	29
39	38	40	35	35	12	39	26	17	14	26	31	28	19	11	29	24	39	38	26	29	31	28	33	37	30	31	22	39	30
28	15	29	30	15	20	31	11	21	26	39	33	17	20	25	13	37	36	30	11	19	19	38	36	18	23	31	38	19	21
33	39	19	11	26	25	16	14	22	22	15	11	13	13	28	38	12	24	34	12	34	29	33	30	33	35	11	24	20	12
20	11	19	34	18	36	15	26	28	38	15	29	12	34	16	39	15	29	13	24	12	29	14	40	12	29	31	20	11	28
13	25	30	19	21	16	37	26	32	31	30	25	37	36	32	36	33	36	16	28	28	11	39	19	40	25	11	24	16	37
20	30	39	22	14	27	30	34	14	34	14	13	33	40	17	29	26	18	11	14	39	34	16	12	38	40	17	38	18	14
25	40	20	18	36	37	18	33	17	25	15	21	32	21	15	11	27	28	39	16	14	26	28	34	27	22	37	36	19	30
40	31	31	21	36	20	25	33	18	20	38	33	27	37	23	39	26	18	26	24	28	14	36	25	30	24	39	30	30	32
28	27	11	37	40	29	25	25	13	19	36	28	19	38	37	21	17	37	34	20	33	40	12	35	29	37	31	25	39	36
16	23	36	28	24	26	35	17	23	12	16	28	22	35	35	24	35	30	37	30	21	36	34	27	22	19	21	18	14	23
15	34	37	40	11	24	23	24	33	30	21	12	16	12	11	30	23	15	39	11	19	30	35	37	16	40	29	34	23	24
17	24	32	25	37	13	33	40	23	34	17	26	16	28	37	24	26	33	27	29	38	32	18	16	32	25	29	15	15	14
20	37	26	11	19	21	28	11	36	39	15	25	16	24	30	20	20	16	24	31	12	36	29	11	14	25	24	17	24	34
37	31	14	14	18	30	22	12	36	32	19	36	26	24	25	40	29	23	13	13	13	31	31	34	24	38	36	12	32	11
12	17	37	25	28	37	11	36	28	16	17	35	20	23	26	27	17	26	28	17	22	15	24	39	28	27	17	31	32	20
29	33	17	24	24	33	13	37	14	16	17	37	34	29	22	40	30	21	12	40	40	26	34	32	17	27	26	30	38	17
18	20	24	40	21	11	25	25	16	12	40	33	27	27	14	24	39	39	27	22	12	12	36	20	29	27	31	40	12	30
