10	10
25	4	57	73	1	22	20	75	42	11
22	39	97	21	45	94	40	15	27	82
91	23	67	3	64	61	2	52	91	70
98	30	25	63	8	44	34	80	49	38
21	95	50	22	79	29	55	1	65	19
64	38	57	57	72	38	47	34	2	86
75	100	92	17	81	33	17	19	76	56
97	96	14	38	31	49	62	34	53	3
29	37	91	45	49	60	75	55	92	22
57	40	30	33	49	10	34	61	89	56
2	3	4	8	6	7	10	9	1	5
5	6	7	1	9	4	2	10	8	3
1	10	6	9	7	2	5	4	8	3
2	3	7	5	9	8	6	4	10	1
6	10	1	8	9	7	3	2	5	4
8	3	7	4	5	6	1	9	2	10
3	6	4	1	2	8	7	5	10	9
4	3	9	6	2	10	1	5	8	7
3	1	8	10	9	5	6	4	2	7
7	2	4	6	10	1	3	8	5	9
