10	10
100	79	62	17	74	9	63	28	31	81
8	77	16	54	81	28	45	78	76	66
48	31	85	87	19	10	42	63	2	83
17	79	6	59	1	81	5	37	52	28
32	3	69	39	84	20	19	8	31	63
12	68	66	56	4	92	79	28	30	34
90	86	8	17	95	15	91	32	10	39
48	17	6	35	46	60	25	14	32	33
77	45	6	15	48	95	83	1	8	87
17	65	9	91	45	38	95	76	6	23
8	9	2	7	1	4	10	3	6	5
9	6	3	10	1	2	5	8	4	7
6	8	9	1	4	10	7	2	5	3
6	8	7	1	10	9	4	3	5	2
4	5	1	8	6	3	9	2	10	7
2	7	6	3	1	4	10	5	8	9
2	5	10	3	4	6	7	8	1	9
5	1	9	7	6	8	4	2	10	3
3	9	10	5	2	6	8	1	7	4
6	3	1	4	7	5	2	10	8	9
