10	10
45	48	65	68	68	10	84	22	37	88
71	89	89	13	59	66	40	88	47	89
82	38	26	78	73	10	21	81	70	80
48	65	83	100	89	50	30	20	20	15
40	33	66	10	58	33	32	75	24	36
76	56	29	35	1	1	37	54	6	39
18	80	5	43	59	32	2	66	42	58
36	12	47	83	92	1	15	100	54	13
43	85	76	69	7	69	48	4	77	53
79	16	21	100	59	24	80	14	86	49
7	5	3	8	9	1	4	10	6	2
5	7	9	2	8	10	4	6	1	3
9	2	5	10	7	4	8	3	1	6
6	2	1	5	10	8	9	7	4	3
8	9	7	6	1	4	10	5	2	3
2	5	8	6	3	4	9	7	10	1
5	1	2	8	7	4	3	6	10	9
5	2	8	7	6	3	1	4	10	9
10	7	2	3	9	8	6	4	5	1
3	5	4	8	2	7	6	10	1	9
