10	10
93	55	57	23	66	23	53	60	41	92
34	94	93	1	61	60	89	75	57	94
63	13	19	87	57	2	57	100	12	38
20	10	81	57	50	64	14	60	59	34
78	94	55	64	23	51	41	5	100	53
59	1	75	57	17	5	6	25	20	31
41	5	73	65	2	35	92	78	72	16
47	67	30	51	99	62	20	42	43	51
20	49	82	97	35	17	43	57	15	76
30	72	92	33	83	37	92	65	2	88
4	6	9	10	1	3	5	8	2	7
9	7	2	3	10	5	1	6	8	4
9	4	5	10	3	8	2	1	6	7
6	9	3	5	1	8	2	10	4	7
7	5	9	4	10	6	1	3	8	2
10	2	4	8	9	5	6	1	3	7
7	9	6	8	2	1	4	10	5	3
9	1	10	7	3	5	8	2	6	4
1	7	2	6	9	3	5	4	8	10
5	9	8	1	10	2	6	4	7	3
