10	10
68	85	6	91	9	84	64	49	86	61
50	75	28	14	10	62	16	94	99	60
19	15	94	57	10	52	69	54	54	72
60	43	27	67	10	82	16	93	92	64
87	32	21	46	22	73	93	29	96	48
11	65	8	46	3	39	72	96	37	90
61	92	69	38	67	83	39	55	87	40
47	7	96	33	74	99	8	10	99	43
20	60	49	10	17	79	56	56	21	99
88	99	25	7	29	6	67	20	100	76
5	10	6	1	3	4	7	2	8	9
6	5	7	3	9	10	2	1	4	8
5	6	8	2	10	1	4	9	7	3
9	3	8	1	5	7	10	4	2	6
3	4	6	5	10	2	1	8	7	9
1	2	8	4	5	9	7	10	3	6
4	2	9	5	1	3	6	7	10	8
9	3	10	1	8	4	7	6	2	5
4	3	10	6	1	2	5	8	9	7
1	2	5	9	7	8	6	10	4	3
