10	10
11	74	100	85	80	81	63	26	2	76
78	58	27	34	69	34	9	3	77	85
92	32	67	6	27	16	90	87	44	70
50	5	63	81	67	67	64	20	86	29
44	58	6	51	27	79	41	70	71	91
64	11	68	86	12	2	83	36	23	42
25	49	43	68	8	37	76	57	34	77
69	34	16	70	48	22	71	2	10	49
43	41	78	74	66	64	83	67	26	22
77	69	30	15	23	4	34	37	25	61
1	4	6	9	8	10	2	3	7	5
4	3	9	1	2	7	5	10	6	8
4	7	10	2	9	1	3	5	6	8
8	10	2	4	7	5	1	6	3	9
1	8	7	5	3	4	10	6	9	2
5	7	1	10	2	6	3	4	8	9
5	7	3	2	9	4	1	6	10	8
7	10	3	9	1	2	8	6	5	4
9	10	5	8	6	1	7	2	3	4
3	5	4	10	8	6	9	2	1	7
