10	10
41	16	73	23	44	83	76	8	35	50
96	76	86	48	64	32	91	21	38	40
68	5	43	52	39	34	59	68	70	89
69	47	71	96	84	32	67	81	53	77
51	5	91	64	80	50	40	47	9	51
16	9	18	23	74	58	91	63	84	97
44	33	27	9	77	11	41	35	61	10
71	87	71	20	57	83	2	69	41	82
62	71	98	19	85	91	88	23	44	53
75	73	91	100	92	97	17	56	22	44
10	5	8	2	4	6	3	7	9	1
6	9	3	1	2	10	7	4	5	8
2	10	8	4	7	5	6	3	9	1
5	1	6	4	7	3	9	2	8	10
7	10	3	6	9	4	5	1	2	8
7	9	2	5	3	4	6	10	8	1
7	8	3	1	10	9	5	6	4	2
7	9	3	8	5	10	1	4	6	2
10	4	2	7	5	8	9	1	3	6
7	8	1	4	3	5	10	2	6	9
